	xref_x	go_term_x	path_x	xref_y	go_term_y	path_y	p1	p2	brain_x	kidney_x	liver_x	brain_y	kidney_y	liver_y	type	sc_sim	yc_sim	p_corr	r_sim
10	P70365	GO:0005654	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165	D4A3Q3	GO:0005634,GO:0005737,GO:0043005	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0042995,GO:0043005,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165,GO:0120025	ENSMUSG00000020647	ENSRNOG00000004068	23.7965	8.40654	3.8843833333333335	37.95173333333333	14.3207	5.641696666666667	ortholog	0.4178762427891542	0.41529952832270933	1.0	0.9061965811965813
11	Q3TRR0	GO:0000235,GO:0005818,GO:0015630,GO:0072686,GO:1990023	GO:0000235,GO:0005575,GO:0005622,GO:0005737,GO:0005818,GO:0005819,GO:0005856,GO:0005874,GO:0005876,GO:0005881,GO:0015630,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0051233,GO:0072686,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0110165,GO:1990023	D3ZAG3	GO:0030424	GO:0005575,GO:0030424,GO:0042995,GO:0043005,GO:0110165,GO:0120025	ENSMUSG00000033900	ENSRNOG00000012982	22.419566666666668	1.9687	0.24795066666666665	40.63316666666667	3.119756666666667	0.7304706666666667	ortholog	0.0053640027553990555	0.1866352622644607	1.0	0.914394476642294
12	D4A6X1	GO:0005737	GO:0005575,GO:0005622,GO:0005737,GO:0110165	Q9ESD7	GO:0005634,GO:0005794,GO:0005874,GO:0005886,GO:0030027,GO:0030315,GO:0030659,GO:0031410,GO:0042383,GO:0098857	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0005794,GO:0005856,GO:0005874,GO:0005886,GO:0012505,GO:0012506,GO:0015630,GO:0016020,GO:0030027,GO:0030315,GO:0030659,GO:0031090,GO:0031252,GO:0031410,GO:0031982,GO:0042383,GO:0042995,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0071944,GO:0097708,GO:0098589,GO:0098805,GO:0098857,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0110165,GO:0120025	ENSRNOG00000032788	ENSMUSG00000033788	0.7046959999999999	7.05802	2.8938166666666665	1.8312933333333328	7.32463	1.3849	ortholog	0.16016333062137567	0.018660349062102233	1.0	0.898139878193872
13	Q6PST4	GO:0000137,GO:0005783,GO:0005789,GO:0005794	GO:0000137,GO:0005575,GO:0005622,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0005795,GO:0012505,GO:0016020,GO:0031090,GO:0031984,GO:0031985,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0098791,GO:0110165	Q8BH66	GO:0005737,GO:0071782	GO:0005575,GO:0005622,GO:0005737,GO:0005783,GO:0012505,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0071782,GO:0098827,GO:0110165	ENSRNOG00000005063	ENSMUSG00000021066	88.0116	0.8289253333333333	0.5118783333333333	42.6326	0.7505519999999999	0.6035159999999999	ortholog	0.47810779451932905	0.5561018213384367	1.0	0.9438070020594292
14	Q09429	GO:0005739,GO:0008282,GO:0030672,GO:0042383	GO:0005575,GO:0005622,GO:0005737,GO:0005739,GO:0005886,GO:0005887,GO:0008021,GO:0008282,GO:0012505,GO:0012506,GO:0016020,GO:0016021,GO:0030054,GO:0030133,GO:0030658,GO:0030659,GO:0030672,GO:0031090,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0032991,GO:0034702,GO:0034703,GO:0034705,GO:0042383,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0045202,GO:0070382,GO:0071944,GO:0097708,GO:0098588,GO:0098793,GO:0098796,GO:0098797,GO:0098805,GO:0099501,GO:0099503,GO:0110165,GO:1902495,GO:1990351	A0A1B0GSG2	GO:0005886	GO:0005575,GO:0005886,GO:0016020,GO:0071944,GO:0110165	ENSRNOG00000021130	ENSMUSG00000040136	19.137200000000004	3.064293333333333	3.805443333333333	8.180373333333334	0.12510673333333333	0.0	ortholog	0.3109120267853291	0.07735445179610634	-1.0	0.18041300097751722
15	P30919	GO:0005764	GO:0000323,GO:0005575,GO:0005622,GO:0005737,GO:0005764,GO:0005773,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	Q64191	GO:0005764	GO:0000323,GO:0005575,GO:0005622,GO:0005737,GO:0005764,GO:0005773,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	ENSRNOG00000000108	ENSMUSG00000031521	18.231366666666673	46.875	22.58136666666667	4.08746	21.223066666666668	9.731753333333332	ortholog	1.0	1.0	1.0	0.9921939341855552
16	P63090	GO:0005576,GO:0005604,GO:0005737,GO:0009986,GO:0016020,GO:0031594,GO:0048471,GO:0098793,GO:0098794	GO:0005575,GO:0005576,GO:0005604,GO:0005622,GO:0005737,GO:0009986,GO:0016020,GO:0030054,GO:0031012,GO:0031594,GO:0045202,GO:0048471,GO:0062023,GO:0098793,GO:0098794,GO:0110165	P63089	GO:0005576,GO:0031012	GO:0005575,GO:0005576,GO:0031012,GO:0110165	ENSRNOG00000011946	ENSMUSG00000029838	433.776	49.5034	3.1546166666666657	187.42366666666663	1.9132566666666664	0.19490866666666665	ortholog	0.346982877037658	0.20821835029180236	1.0	0.6840915286307585
18	G3V8A5	GO:0005829,GO:0030904	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0012505,GO:0016020,GO:0030904,GO:0032991,GO:0098796,GO:0110165	Q9EQH3	GO:0005737,GO:0005768,GO:0014069,GO:0030904,GO:0043005,GO:0043025,GO:0045202,GO:0048471,GO:0098793,GO:0098794,GO:0098978	GO:0005575,GO:0005622,GO:0005737,GO:0005768,GO:0012505,GO:0014069,GO:0016020,GO:0030054,GO:0030904,GO:0031410,GO:0031982,GO:0032279,GO:0032991,GO:0036477,GO:0042995,GO:0043005,GO:0043025,GO:0043226,GO:0043227,GO:0043229,GO:0044297,GO:0045202,GO:0048471,GO:0097708,GO:0098793,GO:0098794,GO:0098796,GO:0098978,GO:0098984,GO:0099572,GO:0110165,GO:0120025	ENSRNOG00000017612	ENSMUSG00000031696	64.2912	73.5196	19.3433	51.42476666666667	55.29490000000001	31.303366666666665	ortholog	0.2817451940312373	0.27474919436526923	1.0	0.9225357507770784
19	Q9QUM0	GO:0005925,GO:0009897,GO:0009986	GO:0005575,GO:0005886,GO:0005925,GO:0009897,GO:0009986,GO:0016020,GO:0030054,GO:0030055,GO:0070161,GO:0071944,GO:0098552,GO:0110165	D3ZXC1	GO:0009986	GO:0005575,GO:0009986,GO:0110165	ENSMUSG00000034664	ENSRNOG00000022071	3.036216666666667	7.949180000000001	3.0963033333333336	1.7078900000000001	9.163303333333333	6.2383	ortholog	0.7176401306232844	0.2498877060968061	1.0	0.9241240015115779
20	Q3U0V2	GO:0005737	GO:0005575,GO:0005622,GO:0005737,GO:0110165	D3ZZC5	GO:0032991,GO:0045121	GO:0005575,GO:0016020,GO:0032991,GO:0045121,GO:0098589,GO:0098805,GO:0098857,GO:0110165	ENSMUSG00000031887	ENSRNOG00000015179	4.171843333333333	7.574210000000001	7.89377	2.4916966666666664	11.284026666666668	5.661863333333334	ortholog	0.005757144273882416	0.08335634079533583	-1.0	0.841333409615348
21	P37377	GO:0005634,GO:0005640,GO:0005737,GO:0005739,GO:0005741,GO:0005743,GO:0005758,GO:0005759,GO:0005791,GO:0005794,GO:0005829,GO:0005840,GO:0005886,GO:0008021,GO:0030426,GO:0030659,GO:0043025,GO:0043195,GO:0043231,GO:0043679,GO:0098793	GO:0005575,GO:0005622,GO:0005634,GO:0005635,GO:0005640,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005743,GO:0005758,GO:0005759,GO:0005783,GO:0005791,GO:0005794,GO:0005829,GO:0005840,GO:0005886,GO:0008021,GO:0012505,GO:0012506,GO:0016020,GO:0019866,GO:0019867,GO:0030054,GO:0030133,GO:0030424,GO:0030426,GO:0030427,GO:0030659,GO:0031090,GO:0031410,GO:0031965,GO:0031966,GO:0031967,GO:0031968,GO:0031970,GO:0031974,GO:0031975,GO:0031982,GO:0036477,GO:0042175,GO:0042995,GO:0043005,GO:0043025,GO:0043195,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043679,GO:0044297,GO:0044306,GO:0045202,GO:0070013,GO:0070382,GO:0071944,GO:0097708,GO:0098588,GO:0098793,GO:0098805,GO:0099503,GO:0110165,GO:0120025,GO:0150034	O55042	GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0016234,GO:0030672,GO:0043025,GO:0045202	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0008021,GO:0012505,GO:0012506,GO:0016020,GO:0016234,GO:0030054,GO:0030133,GO:0030658,GO:0030659,GO:0030672,GO:0031090,GO:0031410,GO:0031982,GO:0036477,GO:0043025,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044297,GO:0045202,GO:0070382,GO:0071944,GO:0097708,GO:0098588,GO:0098793,GO:0098805,GO:0099501,GO:0099503,GO:0110165	ENSRNOG00000008656	ENSMUSG00000025889	456.5943333333333	4.933093333333333	2.996233333333333	161.53666666666666	1.974613333333333	0.5861513333333334	ortholog	0.6953814143055984	0.5207140433581098	1.0	0.9666390499861917
22	P48346	GO:0005576,GO:0005737	GO:0005575,GO:0005576,GO:0005622,GO:0005737,GO:0110165	P97604	GO:0005615,GO:0009986	GO:0005575,GO:0005576,GO:0005615,GO:0009986,GO:0110165	ENSMUSG00000031712	ENSRNOG00000003439	0.4930890000000001	4.973283333333334	0.66751	0.558365	4.0115300000000005	1.9284366666666664	ortholog	0.4330199503209703	0.39992734559270937	1.0	0.8581852669066699
23	P0DP28	GO:0008076,GO:0043209	GO:0005575,GO:0005886,GO:0005887,GO:0008076,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0034702,GO:0034703,GO:0034705,GO:0043209,GO:0071944,GO:0098796,GO:0098797,GO:0110165,GO:1902495,GO:1990351	P0DP29	GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005886,GO:0030426,GO:0030672,GO:0031966,GO:0043005,GO:0043209	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005740,GO:0005829,GO:0005886,GO:0008021,GO:0012505,GO:0012506,GO:0016020,GO:0030054,GO:0030133,GO:0030424,GO:0030426,GO:0030427,GO:0030658,GO:0030659,GO:0030672,GO:0031090,GO:0031410,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0031982,GO:0042995,GO:0043005,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0045202,GO:0070013,GO:0070382,GO:0071944,GO:0097708,GO:0098588,GO:0098793,GO:0098805,GO:0099501,GO:0099503,GO:0110165,GO:0120025,GO:0150034	ENSMUSG00000036438	ENSRNOG00000004060	1061.2233333333334	102.05833333333334	68.38383333333333	1419.503333333333	263.35400000000004	132.63466666666667	ortholog	0.27564484154678603	0.32578687212519686	1.0	0.9728426789629911
24	Q9Z0X1	GO:0005634,GO:0005737,GO:0005739,GO:0005741,GO:0005758,GO:0005829	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005758,GO:0005829,GO:0016020,GO:0019867,GO:0031090,GO:0031966,GO:0031967,GO:0031968,GO:0031970,GO:0031974,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0098588,GO:0098805,GO:0110165	Q9JM53	GO:0005634,GO:0005737,GO:0005739,GO:0005829	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	ENSMUSG00000036932	ENSRNOG00000006067	11.795166666666667	72.44466666666666	48.06076666666666	13.844333333333333	84.5668	48.7782	ortholog	0.9234076872385202	0.23881484151857857	1.0	0.9810588159790898
25	A0A0U1RRU5	GO:0032991	GO:0005575,GO:0032991	Q8CF89	GO:0005829	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0110165	ENSRNOG00000017285	ENSMUSG00000022414	14.567166666666667	13.259533333333332	4.667773333333334	7.953353333333332	7.717513333333334	2.02697	ortholog	0.0	0.2927772992646859	1.0	0.9963439594868468
26	P41133	GO:0005634,GO:0005737	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	P41138	GO:0005634	GO:0005575,GO:0005622,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	ENSMUSG00000007872	ENSRNOG00000026124	15.647	16.383766666666666	37.28053333333333	38.4975	54.6867	35.64943333333333	ortholog	0.7728362238937754	0.8182948693306928	-1.0	0.840966414443117
27	P40329	GO:0017101	GO:0005575,GO:0005622,GO:0017101,GO:0032991	Q9D0I9	GO:0017101	GO:0005575,GO:0005622,GO:0017101,GO:0032991	ENSRNOG00000007739	ENSMUSG00000018848	17.852866666666667	28.65563333333333	13.577133333333334	22.5808	20.002966666666666	15.104433333333333	ortholog	1.0	1.0	1.0	0.9403674169387735
28	Q9JI60	GO:0005783	GO:0005575,GO:0005622,GO:0005737,GO:0005783,GO:0012505,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	Q9JI61	GO:0005771,GO:0005791,GO:0043231,GO:0048471	GO:0005575,GO:0005622,GO:0005737,GO:0005768,GO:0005770,GO:0005771,GO:0005783,GO:0005791,GO:0012505,GO:0031410,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0048471,GO:0097708,GO:0110165	ENSMUSG00000028003	ENSRNOG00000025608	0.034443466666666665	0.6374223333333333	4.7713	0.0	0.155349	18.467466666666667	ortholog	0.45085210351472504	0.24365369706390372	1.0	0.8193847900305826
29	Q9JJH9	GO:0005615	GO:0005575,GO:0005576,GO:0005615,GO:0110165	Q5FW60	GO:0005576	GO:0005575,GO:0005576,GO:0110165	ENSRNOG00000033130	ENSMUSG00000078672	0.0	0.046455666666666666	13.041896666666664	1.9654577666666664	3.6014296666666668	6270.259999999998	ortholog	0.8545390517236001	0.7460219861789648	1.0	0.7469645329641069
31	Q09073	GO:0005743,GO:0045121	GO:0005575,GO:0005622,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0016020,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0045121,GO:0098589,GO:0098805,GO:0098857,GO:0110165	P51881	GO:0005743,GO:0005757	GO:0005575,GO:0005622,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005757,GO:0016020,GO:0016021,GO:0019866,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0046930,GO:0098796,GO:0098798,GO:0110165	ENSRNOG00000039980	ENSMUSG00000016319	187.32666666666668	871.6253333333333	212.65033333333332	127.25399999999999	591.2116666666667	246.78233333333333	ortholog	0.7080351153116511	0.5670210231352317	1.0	0.9943711789241978
32	P62893	GO:0022625	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0110165,GO:1990904	P62892	GO:0005829	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0110165	ENSRNOG00000038654	ENSMUSG00000079641	891.1933333333333	1463.91	1028.0903333333333	48.5048	62.42183333333333	55.41896666666667	ortholog	0.494239815411535	0.1770021236061734	1.0	0.9598094358754328
33	F1LNP8	GO:0005886,GO:0030424,GO:0030425,GO:0032584,GO:0043005,GO:0043231,GO:0045202	GO:0005575,GO:0005622,GO:0005886,GO:0016020,GO:0030054,GO:0030424,GO:0030425,GO:0030426,GO:0030427,GO:0032584,GO:0036477,GO:0042995,GO:0043005,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0045202,GO:0071944,GO:0097447,GO:0110165,GO:0120025,GO:0150034	Q9JKF6	GO:0005912,GO:0043296,GO:0044291,GO:0098686,GO:0099059	GO:0005575,GO:0005886,GO:0005887,GO:0005911,GO:0005912,GO:0016020,GO:0016021,GO:0030054,GO:0031224,GO:0031226,GO:0042734,GO:0043296,GO:0044291,GO:0045202,GO:0048786,GO:0048787,GO:0070161,GO:0071944,GO:0097060,GO:0098590,GO:0098686,GO:0098793,GO:0098889,GO:0098945,GO:0098984,GO:0099056,GO:0099059,GO:0099240,GO:0099699,GO:0110165	ENSRNOG00000006403	ENSMUSG00000032012	21.4787	11.451633333333335	10.996033333333335	11.531066666666666	6.372316666666666	10.9899	ortholog	0.3514810561749397	0.3982485856422875	-1.0	0.8673866704561602
34	B9EKR1	GO:0005886,GO:0031012,GO:0045202,GO:0072534	GO:0005575,GO:0005576,GO:0005886,GO:0016020,GO:0030054,GO:0031012,GO:0045202,GO:0062023,GO:0071944,GO:0072534,GO:0098966,GO:0099535,GO:0099544,GO:0110165	F1LP13	GO:0005615	GO:0005575,GO:0005576,GO:0005615,GO:0110165	ENSMUSG00000068748	ENSRNOG00000009419	29.1662	0.03879712666666666	0.01530195	26.64833333333333	16.959733333333332	12.2474	ortholog	0.3364038729190586	0.15198924318278417	1.0	0.9231939275798924
35	O35867	GO:0005829,GO:0005856,GO:0014069,GO:0015629,GO:0030027,GO:0030175,GO:0030425,GO:0030426,GO:0031594,GO:0043005,GO:0043025,GO:0043197,GO:0044326,GO:0045202,GO:0098871,GO:0098978,GO:1990761	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0005856,GO:0014069,GO:0015629,GO:0030027,GO:0030054,GO:0030175,GO:0030424,GO:0030425,GO:0030426,GO:0030427,GO:0031252,GO:0031594,GO:0032279,GO:0036477,GO:0042995,GO:0043005,GO:0043025,GO:0043197,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044297,GO:0044309,GO:0044326,GO:0045202,GO:0097447,GO:0098794,GO:0098858,GO:0098871,GO:0098978,GO:0098984,GO:0099571,GO:0099572,GO:0110165,GO:0120025,GO:0150034,GO:1990761	H3BJD0	GO:0030175,GO:0030864,GO:0043197	GO:0005575,GO:0005622,GO:0005737,GO:0005856,GO:0005938,GO:0015629,GO:0030054,GO:0030175,GO:0030425,GO:0030863,GO:0030864,GO:0036477,GO:0042995,GO:0043005,GO:0043197,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044309,GO:0045202,GO:0071944,GO:0097447,GO:0098794,GO:0098858,GO:0110165,GO:0120025	ENSRNOG00000008869	ENSMUSG00000032827	49.01833333333334	2.507713333333333	0.28931100000000004	46.37046666666666	3.38936	1.7962133333333334	ortholog	0.723825320269322	0.4637985636053886	1.0	0.8605189832887109
