gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
WBGene00001177	B0348.4k.1	B0348.4k.1	A0A0K3AUL7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4l.1	B0348.4l.1	A0A0K3ARR2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4m.1	B0348.4m.1	A0A0K3AV92	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4n.1	B0348.4n.1	A0A0K3AXJ0	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4o.1	B0348.4o.1	A0A0K3AS80	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4p.1	B0348.4p.1	A0A0K3AUM3	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4q.1	B0348.4q.1	A0A0K3ARR7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4r.1	B0348.4r.1	A0A0K3AV97	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4s.1	B0348.4s.1	A0A0K3AXJ6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4t.1	B0348.4t.1	A0A0K3AS85	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4u.1	B0348.4u.1	A0A0K3AUN1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4v.1	B0348.4v.1	A0A0K3ARS4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4w.1	B0348.4w.1	A0A0K3AVA5	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4x.1	B0348.4x.1	A0A0K3AXK2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00001177	B0348.4y.1	B0348.4y.1	A0A0K3AS90	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015152	B0348.2a.1	B0348.2a.1	O61958	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015152	B0348.2b.1	B0348.2b.1	A0A0K3AV78	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015151	B0348.1.1	B0348.1.1	O61959	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021413	Y38C9B.2.1	Y38C9B.2.1	Q9N526	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021412	Y38C9B.1.1	Y38C9B.1.1	Q9N525	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021414	Y38C9B.3.1	Y38C9B.3.1	Q9N524	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018976	F56E10.2a.1	F56E10.2a.1	D6VPA1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018976	F56E10.2a.2	F56E10.2a.2	D6VPA1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018976	F56E10.2b.1	F56E10.2b.1	A0A0K3AXY1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018976	F56E10.2b.2	F56E10.2b.2	A0A0K3AXY1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018976	F56E10.2c.1	F56E10.2c.1	A0A0K3ASL6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018976	F56E10.2c.2	F56E10.2c.2	A0A0K3ASL6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00004496	F56E10.4.1	F56E10.4.1	Q9TXP0	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00004496	F56E10.4.2	F56E10.4.2	Q9TXP0	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00018975	F56E10.1a.1	F56E10.1a.1	A0A0K3AS47	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018975	F56E10.1b.1	F56E10.1b.1	A0A0K3AUI7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00000480	Y38C9A.2a.1	Y38C9A.2a.1	Q18905	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00000480	Y38C9A.2a.2	Y38C9A.2a.2	Q18905	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00000480	Y38C9A.2b.1	Y38C9A.2b.1	A0A0K3ASE6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00000480	Y38C9A.2c.1	Y38C9A.2c.1	A0A0K3AW00	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020999	W03F9.1a.1	W03F9.1a.1	O16999	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00020999	W03F9.1b.1	W03F9.1b.1	A0A0K3AV63	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021000	W03F9.2a.1	W03F9.2a.1	H2L0N7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021004	W03F9.10.1	W03F9.10.1	O16997	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044512	W03F9.11.1	W03F9.11.1	Q4R140	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021003	W03F9.9.1	W03F9.9.1	O16995	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005303	W03F9.6.1	W03F9.6.1	O16993	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021002	W03F9.4a.1	W03F9.4a.1	O16992	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021002	W03F9.4a.2	W03F9.4a.2	O16992	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021002	W03F9.4b.1	W03F9.4b.1	A0A0K3ASC9	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00006648	W03F9.5.1	W03F9.5.1	O16991	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00006648	W03F9.5.2	W03F9.5.2	O16991	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00006648	W03F9.5.3	W03F9.5.3	O16991	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00022435	Y108G3AL.3a.1	Y108G3AL.3a.1	Q95Y36	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00022435	Y108G3AL.3b.1	Y108G3AL.3b.1	Q95Y36	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00022434	Y108G3AL.2.1	Y108G3AL.2.1	Q95Y35	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00000838	Y108G3AL.1a.1	Y108G3AL.1a.1	Q17391	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00000838	Y108G3AL.1a.2	Y108G3AL.1a.2	Q17391	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00000838	Y108G3AL.1a.3	Y108G3AL.1a.3	Q17391	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00000838	Y108G3AL.1b.1	Y108G3AL.1b.1	A0A0K3AY70	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00000838	Y108G3AL.1c.1	Y108G3AL.1c.1	A0A0K3ASX8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00000838	Y108G3AL.1d.1	Y108G3AL.1d.1	A0A0K3AV81	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7a.1	Y108G3AL.7a.1	G4SB35	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7b.1	Y108G3AL.7b.1	A0A0K3AXH1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7c.1	Y108G3AL.7c.1	A0A0K3AS59	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7d.1	Y108G3AL.7d.1	A0A0K3AUK2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7e.1	Y108G3AL.7e.1	A0A0K3ARP6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7f.1	Y108G3AL.7f.1	A0A0K3AV74	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7g.1	Y108G3AL.7g.1	A0A0K3AXH5	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7h.1	Y108G3AL.7h.1	A0A0K3AS65	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044689	Y108G3AL.7i.1	Y108G3AL.7i.1	A0A0K3AVY5	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00077643	DC2.8a.1	DC2.8a.1	B1GRL5	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00077643	DC2.8b.1	DC2.8b.1	A0A0K3ASD1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017080	DC2.3a.1	DC2.3a.1	H2KZJ9	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017080	DC2.3b.1	DC2.3b.1	Q5ZR27	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017080	DC2.3c.1	DC2.3c.1	A0A0K3ASC7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017080	DC2.3d.1	DC2.3d.1	A0A0K3AUS0	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017080	DC2.3e.1	DC2.3e.1	A0A0K3ARW6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017080	DC2.3f.1	DC2.3f.1	A0A0K3AVE8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017080	DC2.3g.1	DC2.3g.1	A0A0K3AXP2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017082	DC2.5a.1	DC2.5a.1	Q9UAW2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005299	DC2.2.1	DC2.2.1	Q9UAW3	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005301	DC2.1a.1	DC2.1a.1	Q9UAW4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017083	DC2.7b.1	DC2.7b.1	Q965F6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00017083	DC2.7c.1	DC2.7c.1	H2KZK0	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019814	R02C2.1.1	R02C2.1.1	O44547	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019817	R02C2.6.1	R02C2.6.1	Q86S44	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019818	R02C2.7.1	R02C2.7.1	Q7KPV8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019815	R02C2.2.1	R02C2.2.1	O44546	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00006419	R02C2.3a.1	R02C2.3a.1	A0A0K3ASR6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00006419	R02C2.3b.1	R02C2.3b.1	A0A0K3AV17	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00006419	R02C2.3c.1	R02C2.3c.1	A0A0K3AS93	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00006172	R02C2.5.1	R02C2.5.1	O44544	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019816	R02C2.4a.1	R02C2.4a.1	O44543	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019816	R02C2.4b.1	R02C2.4b.1	A0A0K3AVS8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021981	Y58G8A.1.1	Y58G8A.1.1	Q9N4R6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00044513	Y58G8A.5.1	Y58G8A.5.1	Q4R173	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021983	Y58G8A.4a.1	Y58G8A.4a.1	H2KZY4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021983	Y58G8A.4b.1	Y58G8A.4b.1	Q6F3C9	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018010	F33E11.2a.1	F33E11.2a.1	A0A0K3ASG1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018010	F33E11.2b.1	F33E11.2b.1	A0A0K3AUV1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018011	F33E11.3.1	F33E11.3.1	O61853	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018013	F33E11.6a.1	F33E11.6a.1	Q2A949	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018013	F33E11.6a.2	F33E11.6a.2	Q2A949	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018013	F33E11.6b.1	F33E11.6b.1	Q2A950	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018013	F33E11.6b.2	F33E11.6b.2	Q2A950	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00018013	F33E11.6c.1	F33E11.6c.1	A0A0K3AS00	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003614	F33E11.1a.1	F33E11.1a.1	O61854	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00000022	Y39D8C.1.1	Y39D8C.1.1	Q9TXV8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020708	T22H9.4.1	T22H9.4.1	Q9TXN8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020708	T22H9.4.2	T22H9.4.2	Q9TXN8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020707	T22H9.3.1	T22H9.3.1	Q9TXN7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020706	T22H9.2a.1	T22H9.2a.1	Q9TXN6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020706	T22H9.2b.1	T22H9.2b.1	H2L0M4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020705	T22H9.1a.1	T22H9.1a.1	Q8MNX1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020705	T22H9.1b.1	T22H9.1b.1	A0A0K3AV58	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020705	T22H9.1b.2	T22H9.1b.2	A0A0K3AV58	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021450	Y39D8B.2.1	Y39D8B.2.1	G4SQS3	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021449	Y39D8B.1a.1	Y39D8B.1a.1	A0A0K3ASF2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021449	Y39D8B.1b.1	Y39D8B.1b.1	A0A0K3AW06	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021451	Y39D8B.3.1	Y39D8B.3.1	Q9N511	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022643	ZK6.8.1	ZK6.8.1	O61865	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022642	ZK6.7a.1	ZK6.7a.1	O61866	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022642	ZK6.7a.2	ZK6.7a.2	O61866	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022642	ZK6.7c.1	ZK6.7c.1	A0A0K3AW68	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022642	ZK6.7c.2	ZK6.7c.2	A0A0K3AW68	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022642	ZK6.7d.1	ZK6.7d.1	A0A0K3AYF1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022641	ZK6.6.1	ZK6.6.1	B1GRL2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022640	ZK6.5.1	ZK6.5.1	O61868	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022639	ZK6.4.1	ZK6.4.1	O61869	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022638	ZK6.3.1	ZK6.3.1	O61870	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005284	ZK6.9.1	ZK6.9.1	O61871	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022637	ZK6.2.1	ZK6.2.1	O61872	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022644	ZK6.10a.1	ZK6.10a.1	O61874	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022644	ZK6.10b.1	ZK6.10b.1	A0A0K3AVF2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022644	ZK6.10c.1	ZK6.10c.1	A0A0K3ASK2	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022645	ZK6.11a.1	ZK6.11a.1	H2L0Q1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022645	ZK6.11a.2	ZK6.11a.2	H2L0Q1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00022645	ZK6.11b.1	ZK6.11b.1	Q6EZG8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021448	Y39D8A.1a.1	Y39D8A.1a.1	H2KYC1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00021448	Y39D8A.1d.1	Y39D8A.1d.1	H2KYC3	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015259	B0554.6.1	B0554.6.1	P91002	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015258	B0554.5.1	B0554.5.1	P91003	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015257	B0554.4.1	B0554.4.1	P91004	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015255	B0554.2.1	B0554.2.1	P91006	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015260	B0554.7a.1	B0554.7a.1	A0A0K3ART0	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015260	B0554.7b.1	B0554.7b.1	A0A0K3AVB0	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015260	B0554.7c.1	B0554.7c.1	A0A0K3AXK7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015254	B0554.1.1	B0554.1.1	P91008	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005256	M02H5.9.1	M02H5.9.1	Q966I5	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005257	M02H5.10a.1	M02H5.10a.1	Q966I4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005257	M02H5.10b.1	M02H5.10b.1	A0A0K3AVR9	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005258	M02H5.11.1	M02H5.11.1	Q966I3	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019744	M02H5.8a.1	M02H5.8a.1	A0A0K3AVS5	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019744	M02H5.8b.1	M02H5.8b.1	A0A0K3AY18	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019744	M02H5.8b.2	M02H5.8b.2	A0A0K3AY18	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003713	M02H5.7.1	M02H5.7.1	G5EDC3	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003688	M02H5.6a.1	M02H5.6a.1	A0A0K3ASR1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003688	M02H5.6c.1	M02H5.6c.1	A0A0K3AV12	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003688	M02H5.6d.1	M02H5.6d.1	A0A0K3AS87	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019743	M02H5.5.1	M02H5.5.1	Q966H9	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019742	M02H5.4a.1	M02H5.4a.1	Q966H8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019742	M02H5.4b.1	M02H5.4b.1	A0A0K3AY13	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019741	M02H5.3.1	M02H5.3.1	Q966H7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019745	M02H5.12.1	M02H5.12.1	Q966H6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00019740	M02H5.2.1	M02H5.2.1	Q966H5	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003689	M02H5.1.1	M02H5.1.1	Q966H4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003645	T01G6.7.1	T01G6.7.1	O16962	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00003720	T01G6.8.1	T01G6.8.1	O16963	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00003720	T01G6.8.2	T01G6.8.2	O16963	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00020153	T01G6.6a.1	T01G6.6a.1	H2L0I0	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020153	T01G6.6b.1	T01G6.6b.1	B1GRK7	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020152	T01G6.5.1	T01G6.5.1	O16965	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003696	T01G6.4.1	T01G6.4.1	O16966	Uniprot/SWISSPROT	DEPENDENT	-	-	-
WBGene00006233	T01G6.3.1	T01G6.3.1	Q9GUD1	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003721	T01G6.2a.1	T01G6.2a.1	O16968	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003721	T01G6.2b.1	T01G6.2b.1	A0A0K3AV42	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020151	T01G6.1.1	T01G6.1.1	O16969	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00006282	T01G6.9.1	T01G6.9.1	Q9GUD0	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020154	T01G6.10.1	T01G6.10.1	O16971	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00004144	R11G11.7.1	R11G11.7.1	O16948	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020014	R11G11.6.1	R11G11.6.1	O16949	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005260	R11G11.9.1	R11G11.9.1	O16951	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020015	R11G11.12a.1	R11G11.12a.1	O16954	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005854	R11G11.13.1	R11G11.13.1	O16955	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00020016	R11G11.14.1	R11G11.14.1	O16956	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00255729	R11G11.16.1	R11G11.16.1	A0A0K3AVT8	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005855	R11G11.5.1	R11G11.5.1	O16957	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003648	R11G11.2.1	R11G11.2.1	O16960	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00003722	R11G11.1.1	R11G11.1.1	O16961	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015759	C14C6.5a.1	C14C6.5a.1	O44667	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015759	C14C6.5b.1	C14C6.5b.1	A0A0K3AXM4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015759	C14C6.5b.2	C14C6.5b.2	A0A0K3AXM4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015759	C14C6.5b.3	C14C6.5b.3	A0A0K3AXM4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015759	C14C6.5b.4	C14C6.5b.4	A0A0K3AXM4	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015758	C14C6.4.1	C14C6.4.1	O44668	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015757	C14C6.3.1	C14C6.3.1	O44669	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015760	C14C6.6.1	C14C6.6.1	O44670	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015762	C14C6.8.1	C14C6.8.1	O44672	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005899	C14C6.9.1	C14C6.9.1	O44673	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005898	C14C6.1.1	C14C6.1.1	O44674	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015756	C14C6.2a.1	C14C6.2a.1	O44675	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015756	C14C6.2b.1	C14C6.2b.1	A0A0K3AVD0	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005585	C14C6.10a.1	C14C6.10a.1	O44676	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00005584	C14C6.11.1	C14C6.11.1	A0A0B7H3M6	Uniprot/SPTREMBL	DEPENDENT	-	-	-
WBGene00015764	C14C6.13.1	C14C6.13.1	O44679	Uniprot/SPTREMBL	DEPENDENT	-	-	-
