gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
WBGene00030033	CBG08182.1	CBG08182.1	A8X605	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00030034	CBG08183.1	CBG08183.1	A8X606	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00030038	CBG08188.1	CBG08188.1	A8X610	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00042853	CBG24823.1	CBG24823.1	A8WLK5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00042854	CBG24824.1	CBG24824.1	A8WLK6	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00042855	CBG24825.1	CBG24825.1	A8WLK7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00042605	CBG24510.1	CBG24510.1	A8WKV7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00042606	CBG24511.1	CBG24511.1	A8WKV8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00042607	CBG24512.1	CBG24512.1	A8WKV9	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	99	-
WBGene00042609	CBG24514.1	CBG24514.1	H8WH31	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	99	-
WBGene00036370	CBG16430.1	CBG16430.1	A8XN32	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036367	CBG16427a.1	CBG16427a.1	A8XN35	Uniprot/SPTREMBL	SEQUENCE_MATCH	87	100	-
WBGene00036367	CBG16427b.1	CBG16427b.1	A8XN35	Uniprot/SPTREMBL	SEQUENCE_MATCH	77	100	-
WBGene00036366	CBG16426.1	CBG16426.1	A8XNH1	Uniprot/SPTREMBL	SEQUENCE_MATCH	98	96	-
WBGene00036365	CBG16425a.1	CBG16425a.1	A8XNH2	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	98	-
WBGene00036364	CBG16424.1	CBG16424.1	A8XNH3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088810	CBG27396.1	CBG27396.1	B6IJX3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036363	CBG16423.1	CBG16423.1	A8XNH4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036361	CBG16421.1	CBG16421.1	A8XNH6	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	98	-
WBGene00036360	CBG16417.1	CBG16417.1	A8XNH7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036359	CBG16415.1	CBG16415.1	A8XNH8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036358	CBG16414.1	CBG16414.1	A8XNH9	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	95	-
WBGene00088813	CBG27399.1	CBG27399.1	B6IJX6	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036357	CBG16410.1	CBG16410.1	A8XNI0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036357	CBG16410.2	CBG16410.2	A8XNI0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036356	CBG16409.1	CBG16409.1	A8XNI1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036355	CBG16408.1	CBG16408.1	A8XNI2	Uniprot/SPTREMBL	SEQUENCE_MATCH	97	100	-
WBGene00036354	CBG16407.1	CBG16407.1	A8XNI3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036353	CBG16406.1	CBG16406.1	A8XNI4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	95	-
WBGene00036352	CBG16405.1	CBG16405.1	A8XNI5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036351	CBG16404.1	CBG16404.1	A8XNI6	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036350	CBG16402a.1	CBG16402a.1	A8XNI7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036349	CBG16401.1	CBG16401.1	A8XNI8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036348	CBG16398.1	CBG16398.1	A8XNI9	Uniprot/SPTREMBL	SEQUENCE_MATCH	95	100	-
WBGene00036347	CBG16397.1	CBG16397.1	A8XNJ0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036346	CBG16396.1	CBG16396.1	A8XNJ1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	99	-
WBGene00036345	CBG16394.1	CBG16394.1	A8XNJ2	Uniprot/SPTREMBL	SEQUENCE_MATCH	97	100	-
WBGene00036344	CBG16393.1	CBG16393.1	A8XNJ3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036342	CBG16391.1	CBG16391.1	A8XNJ5	Uniprot/SPTREMBL	SEQUENCE_MATCH	98	97	-
WBGene00088814	CBG27400.1	CBG27400.1	B6IJX7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036339	CBG16384.1	CBG16384.1	A8XNJ8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036337	CBG16381.1	CBG16381.1	A8XNK0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036334	CBG16378.1	CBG16378.1	A8XNK3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036333	CBG16377a.1	CBG16377a.1	A8XNK4	Uniprot/SPTREMBL	SEQUENCE_MATCH	96	95	-
WBGene00036331	CBG16375.1	CBG16375.1	A8XNK6	Uniprot/SWISSPROT	SEQUENCE_MATCH	100	100	-
WBGene00036330	CBG16374.1	CBG16374.1	Q27459	Uniprot/SWISSPROT	SEQUENCE_MATCH	100	100	-
WBGene00036329	CBG16373.1	CBG16373.1	A8XNK8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036328	CBG16372a.1	CBG16372a.1	A8XNK9	Uniprot/SPTREMBL	SEQUENCE_MATCH	98	99	-
WBGene00036327	CBG16370.1	CBG16370.1	A8XNL0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036325	CBG16368a.1	CBG16368a.1	A8XNL1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036323	CBG16365.1	CBG16365.1	A8XNL4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036320	CBG16362.1	CBG16362.1	A8XNL7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036319	CBG16360a.1	CBG16360a.1	A8XNL8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036319	CBG16360b.1	CBG16360b.1	A8XNL8	Uniprot/SPTREMBL	SEQUENCE_MATCH	84	100	-
WBGene00036319	CBG16360b.2	CBG16360b.2	A8XNL8	Uniprot/SPTREMBL	SEQUENCE_MATCH	84	100	-
WBGene00036318	CBG16359.1	CBG16359.1	A8XNL9	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036317	CBG16356.1	CBG16356.1	A8XNM0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036316	CBG16355.1	CBG16355.1	A8XNM1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	97	-
WBGene00036316	CBG16355.2	CBG16355.2	A8XNM1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	97	-
WBGene00036315	CBG16354.1	CBG16354.1	A8XNM2	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036313	CBG16350.1	CBG16350.1	A8XNM4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036312	CBG16348.1	CBG16348.1	A8XNM5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036309	CBG16345.1	CBG16345.1	A8XNM8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036308	CBG16343.1	CBG16343.1	A8XNM9	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036304	CBG16339a.1	CBG16339a.1	A8XNN3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	95	-
WBGene00036303	CBG16338.1	CBG16338.1	A8XNN4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036302	CBG16337.1	CBG16337.1	A8XNN5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036301	CBG16333.1	CBG16333.1	A8XNN6	Uniprot/SPTREMBL	SEQUENCE_MATCH	99	100	-
WBGene00036300	CBG16329a.1	CBG16329a.1	A8XNN8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	97	-
WBGene00036298	CBG16327.1	CBG16327.1	A8XNP0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036297	CBG16326.1	CBG16326.1	A8XNP1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036295	CBG16323.1	CBG16323.1	A8XNP3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036293	CBG16321a.1	CBG16321a.1	A8XNP5	Uniprot/SPTREMBL	SEQUENCE_MATCH	98	99	-
WBGene00088819	CBG27405.1	CBG27405.1	B6IJY2	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036292	CBG16319.1	CBG16319.1	A8XNP6	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036291	CBG16316.1	CBG16316.1	A8XNP7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088820	CBG27406.1	CBG27406.1	B6IJY3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088821	CBG27407.1	CBG27407.1	B6IJY4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036290	CBG16312c.1	CBG16312c.1	A8XNP8	Uniprot/SPTREMBL	SEQUENCE_MATCH	95	99	-
WBGene00036288	CBG16310.1	CBG16310.1	A8XNQ0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036287	CBG16309.1	CBG16309.1	A8XNQ1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036286	CBG16308.1	CBG16308.1	A8XNQ2	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	99	-
WBGene00036285	CBG16307.1	CBG16307.1	A8XNQ3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088823	CBG27409.1	CBG27409.1	B6IJY6	Uniprot/SPTREMBL	SEQUENCE_MATCH	80	100	-
WBGene00088824	CBG27410.1	CBG27410.1	B6IJY7	Uniprot/SPTREMBL	SEQUENCE_MATCH	79	100	-
WBGene00088825	CBG27411.1	CBG27411.1	B6IJY8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088826	CBG27412.1	CBG27412.1	B6IJY9	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088828	CBG27414.1	CBG27414.1	B6IJZ1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088829	CBG27415.1	CBG27415.1	B6IJZ2	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088830	CBG27416.1	CBG27416.1	B6IJZ3	Uniprot/SPTREMBL	SEQUENCE_MATCH	79	100	-
WBGene00088831	CBG27417.1	CBG27417.1	B6IJZ4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	97	-
WBGene00088832	CBG27418.1	CBG27418.1	B6IJZ5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088833	CBG27419.1	CBG27419.1	B6IJZ6	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036281	CBG16289.1	CBG16289.1	A8XNQ7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036280	CBG16288.1	CBG16288.1	A8XNQ8	Uniprot/SPTREMBL	SEQUENCE_MATCH	89	95	-
WBGene00036277	CBG16284.1	CBG16284.1	A8XNR1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036275	CBG16282.1	CBG16282.1	A8XNR3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036274	CBG16281.1	CBG16281.1	A8XNR4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036273	CBG16280.1	CBG16280.1	A8XNR5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088836	CBG27422.1	CBG27422.1	B6IJZ9	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036270	CBG16274.1	CBG16274.1	A8XNR8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036271	CBG16276.1	CBG16276.1	A8XNR7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036267	CBG16269.1	CBG16269.1	A8XNS1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036264	CBG16265.1	CBG16265.1	A8XNS4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088838	CBG27424.1	CBG27424.1	B6IK01	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088840	CBG27426.1	CBG27426.1	B6IK03	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036262	CBG16260.1	CBG16260.1	A8XNS6	Uniprot/SPTREMBL	SEQUENCE_MATCH	99	100	-
WBGene00088841	CBG27427.1	CBG27427.1	B6IK04	Uniprot/SPTREMBL	SEQUENCE_MATCH	97	100	-
WBGene00036261	CBG16259.1	CBG16259.1	A8XNS7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036259	CBG16257.1	CBG16257.1	A8XNS9	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	99	-
WBGene00036260	CBG16258.1	CBG16258.1	A8XNS8	Uniprot/SPTREMBL	SEQUENCE_MATCH	86	100	-
WBGene00036258	CBG16256.1	CBG16256.1	A8XNT0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036257	CBG16255.1	CBG16255.1	A8XNT1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036254	CBG16250.1	CBG16250.1	Q17298	Uniprot/SWISSPROT	SEQUENCE_MATCH	100	100	-
WBGene00036253	CBG16249a.1	CBG16249a.1	A8XNT5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	99	-
WBGene00036252	CBG16248.1	CBG16248.1	A8XNT6	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036251	CBG16247.1	CBG16247.1	A8XNT7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036250	CBG16246.1	CBG16246.1	A8XNT8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036249	CBG16245.1	CBG16245.1	A8XNT9	Uniprot/SPTREMBL	SEQUENCE_MATCH	79	95	-
WBGene00036248	CBG16244.1	CBG16244.1	A8XNU0	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036247	CBG16243.1	CBG16243.1	A8XNU1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088844	CBG27430.1	CBG27430.1	B6IK07	Uniprot/SPTREMBL	SEQUENCE_MATCH	93	100	-
WBGene00036246	CBG16241.1	CBG16241.1	A8XNU2	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036245	CBG16240.1	CBG16240.1	A8XNU3	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036244	CBG16239.1	CBG16239.1	A8XNU4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036243	CBG16237.1	CBG16237.1	A8XNU5	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088850	CBG27436.1	CBG27436.1	B6IK13	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00088851	CBG27437.1	CBG27437.1	B6IK14	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036242	CBG16229.1	CBG16229.1	A8XNU6	Uniprot/SPTREMBL	SEQUENCE_MATCH	90	99	-
WBGene00088853	CBG27439.1	CBG27439.1	B6IK16	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036239	CBG16225.1	CBG16225.1	A8XNU9	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036237	CBG16223.1	CBG16223.1	A8XNV1	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036236	CBG16222.1	CBG16222.1	A8XNV2	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036235	CBG16221.1	CBG16221.1	A8XNV3	Uniprot/SPTREMBL	SEQUENCE_MATCH	97	99	-
WBGene00036234	CBG16220.1	CBG16220.1	A8XNV4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036233	CBG16219.1	CBG16219.1	A8XNV5	Uniprot/SPTREMBL	SEQUENCE_MATCH	96	99	-
WBGene00036231	CBG16216.1	CBG16216.1	A8XNV7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036230	CBG16213.1	CBG16213.1	A8XNV8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036230	CBG16213.2	CBG16213.2	A8XNV8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036230	CBG16213.3	CBG16213.3	A8XNV8	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
WBGene00036229	CBG16212.1	CBG16212.1	B0K097	Uniprot/SPTREMBL	SEQUENCE_MATCH	85	98	-
