	xref_x	go_term_x	path_x	xref_y	go_term_y	path_y	p1	p2	brain_x	kidney_x	liver_x	brain_y	kidney_y	liver_y	type	sc_sim	yc_sim	p_corr	r_sim
13	G3V6K6	GO:0004713,GO:0005006,GO:0005102,GO:0005178,GO:0005515,GO:0005516,GO:0019901,GO:0031625,GO:0044877,GO:0048408	GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0004714,GO:0004888,GO:0005006,GO:0005102,GO:0005178,GO:0005488,GO:0005515,GO:0005516,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019838,GO:0019899,GO:0019900,GO:0019901,GO:0031625,GO:0038023,GO:0042562,GO:0044389,GO:0044877,GO:0048408,GO:0050839,GO:0060089,GO:0140096	Q61527	GO:0004713,GO:0005515	GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0140096	ENSRNOG00000004332	ENSMUSG00000062209	3.167843333333334	3.3905133333333333	58.55860000000001	10.685566666666666	3.76643	0.583047	ortholog	0.2685929552554248	0.1237303508973191	-1.0	0.3937727434403131
14	Q8K3H0	GO:0005515	GO:0003674,GO:0005488,GO:0005515	D3ZWA8	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSMUSG00000040760	ENSRNOG00000013574	17.475733333333334	4.854163333333333	2.8137700000000003	28.6489	12.862633333333335	2.6180566666666665	ortholog	1.0	1.0	1.0	0.7751075422999714
15	P84100	GO:0070180,GO:1990932	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0019843,GO:0070180,GO:0097159,GO:1901363,GO:1990932	P84099	GO:0003735	GO:0003674,GO:0003735,GO:0005198	ENSRNOG00000004741	ENSMUSG00000017404	361.18966666666665	604.6103333333334	323.49	20.5542	23.220266666666664	15.286666666666667	ortholog	0.0	0.21170697936610738	1.0	0.9818068984453141
16	Q60932	GO:0005515,GO:0008308	GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005253,GO:0005488,GO:0005515,GO:0008308,GO:0008509,GO:0015075,GO:0015103,GO:0015267,GO:0015318,GO:0022803,GO:0022832,GO:0022836,GO:0022857	Q9Z2L0	GO:0005253,GO:0005262,GO:0005515,GO:0008308,GO:0044877	GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005253,GO:0005261,GO:0005262,GO:0005488,GO:0005515,GO:0008308,GO:0008324,GO:0008509,GO:0015075,GO:0015085,GO:0015103,GO:0015267,GO:0015318,GO:0022803,GO:0022832,GO:0022836,GO:0022857,GO:0022890,GO:0044877,GO:0046873,GO:0072509	ENSMUSG00000020402	ENSRNOG00000006375	263.64633333333336	415.6523333333333	116.05366666666669	125.50333333333332	239.77066666666667	48.92923333333334	ortholog	0.8053836476873055	0.649488172183398	1.0	0.9601352537201524
17	Q02858	GO:0004713,GO:0005515,GO:0038023	GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0038023,GO:0060089,GO:0140096	D3ZCD0	GO:0019838	GO:0003674,GO:0005488,GO:0005515,GO:0019838	ENSMUSG00000006386	ENSRNOG00000008587	3.69063	12.2436	3.89808	6.098116666666668	21.068733333333334	5.335486666666667	ortholog	0.08053737453526841	0.30313071485401555	1.0	0.9114231388035687
18	P35565	GO:0005515,GO:0034185,GO:0035255	GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0034185,GO:0035254,GO:0035255	P35564	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSRNOG00000003343	ENSMUSG00000020368	136.19	177.51800000000003	112.91933333333333	159.16766666666663	214.4896666666667	172.481	ortholog	0.5610705327371979	0.03357594606211434	1.0	0.992851206070556
19	A2A5Z6	GO:0005515,GO:0061630	GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0016740,GO:0019787,GO:0061630,GO:0061659,GO:0140096	A0A0G2K612	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSMUSG00000018363	ENSRNOG00000000999	8.777503333333334	16.783633333333334	12.787466666666667	16.569733333333332	8.300836666666667	3.5474300000000003	ortholog	0.6666666666666666	0.0818048344737472	1.0	0.9286160172602814
20	P23457	GO:0016229	GO:0003674,GO:0003824,GO:0016229,GO:0016491	A0A1Y7VNR1	GO:0047023	GO:0003674,GO:0003824,GO:0016229,GO:0016491,GO:0016614,GO:0016616,GO:0033764,GO:0047023	ENSRNOG00000017672	ENSMUSG00000033715	2.38659	0.8626963333333334	283.17066666666665	1.2875053333333333	82.2381	237.29666666666665	ortholog	0.8488516488868717	0.5536701706903728	1.0	0.3670172232441343
21	Q5XI49	GO:0003682,GO:0005515	GO:0003674,GO:0003682,GO:0005488,GO:0005515	Q9Z1B8	GO:0005515,GO:0035064	GO:0003674,GO:0005488,GO:0005515,GO:0035064,GO:0042393,GO:0140030,GO:0140034	ENSRNOG00000000480	ENSMUSG00000024193	19.938233333333333	23.918833333333332	9.457053333333333	16.8261	12.4311	6.365953333333334	ortholog	0.569244285123591	0.24326013871367325	1.0	0.9390454284071306
22	P25095	GO:0001596,GO:0005515,GO:0019901,GO:0031748	GO:0001595,GO:0001596,GO:0001653,GO:0001664,GO:0003674,GO:0004888,GO:0004930,GO:0005102,GO:0005488,GO:0005515,GO:0008528,GO:0019899,GO:0019900,GO:0019901,GO:0031748,GO:0038023,GO:0050780,GO:0060089	P29754	GO:0001596,GO:0005515	GO:0001595,GO:0001596,GO:0001653,GO:0003674,GO:0004888,GO:0004930,GO:0005488,GO:0005515,GO:0008528,GO:0038023,GO:0060089	ENSRNOG00000018346	ENSMUSG00000049115	0.283235	23.382966666666665	48.64286666666667	0.2627403333333333	19.2544	26.7034	ortholog	0.38702146472995924	0.3453606360529726	1.0	0.9704737218641137
23	P70345	GO:0005515	GO:0003674,GO:0005488,GO:0005515	O88996	GO:0005515,GO:0044877,GO:0051400	GO:0003674,GO:0005488,GO:0005515,GO:0019904,GO:0044877,GO:0051400	ENSMUSG00000089682	ENSRNOG00000015732	42.40063333333333	20.2932	7.944466666666668	66.5286	26.025033333333337	10.317733333333333	ortholog	0.5676871696550085	0.044113652170010065	1.0	0.995136712138322
24	P61161	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q5M7U6	GO:0005515,GO:0008092	GO:0003674,GO:0005488,GO:0005515,GO:0008092	ENSMUSG00000020152	ENSRNOG00000004959	93.58823333333332	55.29986666666667	33.47846666666667	177.48066666666668	135.45133333333334	38.1578	ortholog	0.745836781653949	0.13475843349373062	1.0	0.9423706324635118
25	P24464	GO:0004497,GO:0120250	GO:0003674,GO:0003824,GO:0004497,GO:0016491,GO:0016705,GO:0120250	A2A974	GO:0052869	GO:0003674,GO:0003824,GO:0004497,GO:0016491,GO:0016705,GO:0016713,GO:0052869	ENSRNOG00000008842	ENSMUSG00000078597	0.165528	172.53866666666667	0.17220320000000003	0.05309323333333333	14.874766666666668	32.82343333333333	ortholog	0.5921136236807435	0.49699475071617416	-1.0	0.0873649459783914
26	Q66HA1	GO:0004674,GO:0004706,GO:0004709,GO:0005515,GO:0005524,GO:0031434	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004706,GO:0004709,GO:0005488,GO:0005515,GO:0005524,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019899,GO:0019900,GO:0019901,GO:0030554,GO:0031434,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363	Q80XI6	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSRNOG00000020773	ENSMUSG00000004054	8.392339999999999	20.982466666666664	9.966363333333334	6.635333333333333	14.711833333333333	9.1192	ortholog	0.32022657126301535	0.017829697060483873	1.0	0.928123145739194
27	P0DP29	GO:0005509,GO:0005515,GO:0008179,GO:0019904,GO:0030235,GO:0031800,GO:0043548,GO:0044325,GO:0047485,GO:0048306,GO:0050998	GO:0001664,GO:0003674,GO:0005102,GO:0005488,GO:0005509,GO:0005515,GO:0008179,GO:0019899,GO:0019904,GO:0030234,GO:0030235,GO:0031800,GO:0035254,GO:0035256,GO:0043167,GO:0043169,GO:0043548,GO:0044325,GO:0046872,GO:0047485,GO:0048306,GO:0050998,GO:0098772	P0DP28	GO:0005509	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872	ENSRNOG00000004060	ENSMUSG00000036438	1419.503333333333	263.35400000000004	132.63466666666667	1061.2233333333334	102.05833333333334	68.38383333333333	ortholog	0.21204184762285946	0.0776431135377883	1.0	0.9957653676175171
28	Q08369	GO:0000977,GO:0000978,GO:0000981,GO:0003677,GO:0003682,GO:0003700,GO:0005515,GO:0043565	GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000987,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0043565,GO:0097159,GO:0098772,GO:0140110,GO:1901363,GO:1990837	P46152	GO:0000976,GO:0000981,GO:0000987,GO:0003677,GO:0003700,GO:0008134,GO:0008270,GO:0019901,GO:0033613,GO:0043565,GO:0051525	GO:0000976,GO:0000981,GO:0000987,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0008134,GO:0008270,GO:0019899,GO:0019900,GO:0019901,GO:0033613,GO:0043167,GO:0043169,GO:0043565,GO:0046872,GO:0046914,GO:0051525,GO:0061629,GO:0097159,GO:0098772,GO:0140110,GO:0140297,GO:1901363,GO:1990837	ENSMUSG00000021944	ENSRNOG00000010708	0.04784666666666667	0.0	6.15265	0.0	0.02378833333333333	10.501693333333334	ortholog	0.4678697085360671	0.3853283779941319	1.0	0.9518752209741901
29	P0DP27	GO:0005509	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872	P0DP30	GO:0005509,GO:0005515,GO:0008179,GO:0030235,GO:0044325,GO:0047485,GO:0050998	GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0008179,GO:0019899,GO:0030234,GO:0030235,GO:0043167,GO:0043169,GO:0044325,GO:0046872,GO:0047485,GO:0050998,GO:0098772	ENSMUSG00000019370	ENSRNOG00000004060	642.3176666666667	105.88393333333332	24.32116666666667	1419.503333333333	263.35400000000004	132.63466666666667	ortholog	0.29101399408494055	0.13911490354605227	1.0	0.9076801647141635
30	Q6NS65	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q09QM4	GO:0033612	GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0033612	ENSMUSG00000052229	ENSRNOG00000025745	8.142266666666666	0.567284	0.9364293333333332	24.1047	0.06405613333333332	0.4414153333333333	ortholog	0.13131587408721895	0.07027184116688312	1.0	0.7210987726475746
31	Q9R0N3	GO:0000149,GO:0005515,GO:0031369,GO:0042802,GO:0048487	GO:0000149,GO:0003674,GO:0005488,GO:0005515,GO:0008092,GO:0015631,GO:0031369,GO:0042802,GO:0048487	O08835	GO:0005509,GO:0005515,GO:0005544	GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005543,GO:0005544,GO:0008289,GO:0043167,GO:0043168,GO:0043169,GO:0046872	ENSMUSG00000068923	ENSRNOG00000020279	227.5723333333333	4.7718766666666665	1.5097666666666667	274.3316666666667	3.327746666666666	0.3382683333333333	ortholog	0.36640003658070197	0.2751114947114821	1.0	0.8973397585621911
34	Q571I4	GO:0005515	GO:0003674,GO:0005488,GO:0005515	D3ZMK9	GO:0005515,GO:0005524,GO:0042802	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363	ENSMUSG00000050271	ENSRNOG00000011407	7.811226666666667	3.965753333333333	0.2279233333333333	11.509466666666668	2.11098	0.43687633333333337	ortholog	0.6096446920300529	0.028401995588595907	1.0	0.7637021938990514
35	Q9CWG9	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q32WR5	GO:0008022	GO:0003674,GO:0005488,GO:0005515,GO:0008022	ENSMUSG00000057506	ENSRNOG00000012684	11.3152	5.760619999999999	5.664666666666666	39.6696	23.662500000000005	7.967133333333334	ortholog	0.16459894898561386	0.08968009955897305	1.0	0.7633555234417568
36	P62483	GO:0004033,GO:0005515,GO:0015459,GO:0044325,GO:0044877	GO:0003674,GO:0003824,GO:0004033,GO:0005488,GO:0005515,GO:0015459,GO:0016247,GO:0016491,GO:0016614,GO:0016616,GO:0044325,GO:0044877,GO:0098772,GO:0099106	P62482	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSRNOG00000011550	ENSMUSG00000028931	129.77533333333332	0.7470156666666666	0.44337866666666653	167.30166666666662	3.197046666666667	0.6504943333333334	ortholog	0.38504235617416155	0.026776088470281567	1.0	0.7829665071770335
37	H3BJA6	GO:0005515	GO:0003674,GO:0005488,GO:0005515	O35867	GO:0005515,GO:0008022,GO:0008157,GO:0019901,GO:0019904,GO:0042802,GO:0044325,GO:0044877,GO:0051015,GO:0051020	GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0008022,GO:0008092,GO:0008157,GO:0019899,GO:0019900,GO:0019901,GO:0019902,GO:0019903,GO:0019904,GO:0042802,GO:0044325,GO:0044877,GO:0051015,GO:0051020	ENSMUSG00000032827	ENSRNOG00000008869	46.37046666666666	3.38936	1.7962133333333334	49.01833333333334	2.507713333333333	0.28931100000000004	ortholog	0.33901019199949156	0.015097919029099183	1.0	0.7993402180149167
38	P54754	GO:0005005,GO:0008046	GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0004714,GO:0004888,GO:0005003,GO:0005005,GO:0008046,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0038023,GO:0060089,GO:0140096	D3ZZK3	GO:0005515,GO:0046875	GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0046875	ENSMUSG00000005958	ENSRNOG00000013213	6.7046899999999985	2.24288	0.23662600000000003	47.38366666666667	3.371796666666667	0.194894	ortholog	0.0	0.2880348445403842	1.0	0.9272131147540983
39	Q4KLI0	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q9Z0H3	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSRNOG00000028302	ENSMUSG00000000902	50.59123333333333	29.27796666666667	11.923033333333334	35.979733333333336	18.623133333333328	9.151276666666668	ortholog	1.0	1.0	1.0	0.9625792811839322
40	B2GV01	GO:0005515,GO:0042826,GO:0140297	GO:0003674,GO:0005488,GO:0005515,GO:0008134,GO:0019899,GO:0042826,GO:0140297	Q9R190	GO:0003712,GO:0004407,GO:0005515	GO:0003674,GO:0003712,GO:0003824,GO:0004407,GO:0005488,GO:0005515,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0033558,GO:0098772,GO:0140096,GO:0140110	ENSRNOG00000019913	ENSMUSG00000071646	23.028966666666665	25.99913333333333	17.110033333333334	19.494	20.050066666666666	15.458433333333335	ortholog	0.38917267858696114	0.30838645959496447	1.0	0.9702730789340657
41	G3V672	GO:0030331	GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0008134,GO:0016922,GO:0030331,GO:0035257,GO:0035258,GO:0051427,GO:0061629,GO:0140297	Q8CBD1	GO:0003713,GO:0003714,GO:0005102,GO:0005515,GO:0042826,GO:0042974,GO:0046965	GO:0003674,GO:0003712,GO:0003713,GO:0003714,GO:0005102,GO:0005488,GO:0005515,GO:0008134,GO:0016922,GO:0019899,GO:0035257,GO:0042826,GO:0042974,GO:0046965,GO:0051427,GO:0061629,GO:0098772,GO:0140110,GO:0140297	ENSRNOG00000001585	ENSMUSG00000048490	7.324016666666666	11.23625	6.563726666666668	7.498663333333332	8.625576666666666	3.099296666666666	ortholog	0.40968730007865106	0.5865256737292446	1.0	0.930051245239377
42	Q9D8C6	GO:0005515	GO:0003674,GO:0005488,GO:0005515	D4ADJ7	GO:0061630	GO:0003674,GO:0003824,GO:0004842,GO:0016740,GO:0019787,GO:0061630,GO:0061659,GO:0140096	ENSMUSG00000018923	ENSRNOG00000019384	6.560843333333335	10.169696666666667	6.042560000000001	3.1539766666666664	8.19462	3.6480266666666665	ortholog	0.0	0.07816791499804043	1.0	0.9867626032009593
43	B2DD29	GO:0004674,GO:0005515	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0140096	Q5RJI5	GO:0004674,GO:0005515,GO:0019901,GO:0043015,GO:0050321	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0008092,GO:0015631,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0019899,GO:0019900,GO:0019901,GO:0043015,GO:0050321,GO:0140096	ENSRNOG00000017673	ENSMUSG00000035390	236.402	1.46432	0.5822463333333333	126.56666666666668	0.6302926666666667	0.1373392	ortholog	0.70121499485172	0.2789840234256218	1.0	0.9189165027713213
44	D4ADJ7	GO:0061630	GO:0003674,GO:0003824,GO:0004842,GO:0016740,GO:0019787,GO:0061630,GO:0061659,GO:0140096	Q9D8C6	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSRNOG00000019384	ENSMUSG00000018923	3.1539766666666664	8.19462	3.6480266666666665	6.560843333333335	10.169696666666667	6.042560000000001	ortholog	0.0	0.07816791499804043	1.0	0.9750176193954305
45	Q91VJ2	GO:0005080,GO:0005515	GO:0003674,GO:0005080,GO:0005488,GO:0005515,GO:0019899,GO:0019900,GO:0019901	Q9Z1H9	GO:0005080	GO:0003674,GO:0005080,GO:0005488,GO:0005515,GO:0019899,GO:0019900,GO:0019901	ENSMUSG00000037060	ENSRNOG00000017914	9.932793333333334	5.262600000000001	0.5496526666666668	23.407233333333334	18.195766666666664	17.323999999999998	ortholog	0.7113388213539418	1.0	1.0	0.7716119479273977
46	Q8BGV7	GO:0042802	GO:0003674,GO:0005488,GO:0005515,GO:0042802	Q7TQ24	GO:0005515,GO:0019904	GO:0003674,GO:0005488,GO:0005515,GO:0019904	ENSMUSG00000030685	ENSRNOG00000020010	76.64833333333333	3.2833533333333333	2.986133333333333	55.20626666666666	4.011796666666667	1.4670299999999998	ortholog	0.2586516900918539	0.3284445096125671	1.0	0.85025924915208
47	Q9JJH9	GO:0005549	GO:0003674,GO:0005488,GO:0005549	P11590	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSRNOG00000033130	ENSMUSG00000041333	0.0	0.046455666666666666	13.041896666666664	0.003228346666666667	0.0	11.507600000000002	ortholog	0.07351929606284807	0.061777329193217656	1.0	0.9148348519362186
48	Q9Z2L0	GO:0005253,GO:0005262,GO:0005515,GO:0008308,GO:0044877	GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005253,GO:0005261,GO:0005262,GO:0005488,GO:0005515,GO:0008308,GO:0008324,GO:0008509,GO:0015075,GO:0015085,GO:0015103,GO:0015267,GO:0015318,GO:0022803,GO:0022832,GO:0022836,GO:0022857,GO:0022890,GO:0044877,GO:0046873,GO:0072509	Q60932	GO:0005515,GO:0008308	GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005253,GO:0005488,GO:0005515,GO:0008308,GO:0008509,GO:0015075,GO:0015103,GO:0015267,GO:0015318,GO:0022803,GO:0022832,GO:0022836,GO:0022857	ENSRNOG00000006375	ENSMUSG00000020402	125.50333333333332	239.77066666666667	48.92923333333334	263.64633333333336	415.6523333333333	116.05366666666669	ortholog	0.8053836476873055	0.649488172183398	1.0	0.9660587385491561
49	P22288	GO:0003934,GO:0005509,GO:0005515,GO:0005525,GO:0008270,GO:0030742,GO:0031369,GO:0042802,GO:0044877	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003933,GO:0003934,GO:0005488,GO:0005509,GO:0005515,GO:0005525,GO:0008270,GO:0016787,GO:0016810,GO:0016814,GO:0017076,GO:0019001,GO:0019238,GO:0030742,GO:0031369,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0044877,GO:0046872,GO:0046914,GO:0097159,GO:0097367,GO:1901265,GO:1901363	Q05915	GO:0003934	GO:0003674,GO:0003824,GO:0003933,GO:0003934,GO:0016787,GO:0016810,GO:0016814,GO:0019238	ENSRNOG00000011039	ENSMUSG00000037580	0.07885133333333333	0.8075716666666667	39.704566666666665	0.4353816666666666	0.5046623333333333	54.48673333333333	ortholog	0.2	0.18248709251161122	1.0	0.9321792698541345
