	xref_x	go_term_x	path_x	xref_y	go_term_y	path_y	p1	p2	Brain_x	Colon_x	Duodenum_x	Esophagus_x	Heart_x	Ileum_x	Jejunum_x	Kidney_x	Liver_x	Pancreas_x	Quadriceps_x	Stomach_x	Thymus_x	Brain_y	Colon_y	Duodenum_y	Esophagus_y	Heart_y	Ileum_y	Jejunum_y	Kidney_y	Liver_y	Pancreas_y	Quadriceps_y	Stomach_y	Thymus_y	type	sc_sim	yc_sim	p_corr	r_sim
13	Q9WUI1	GO:0004707,GO:0005515	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004707,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0140096	A0A0G2KB06	GO:0004707,GO:0005524	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004707,GO:0005488,GO:0005524,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363	ENSMUSG00000053137	ENSRNOG00000006984	17.444000000000003	1.7003333333333333	0.5870000000000001	6.039333333333333	4.904333333333333	1.0426666666666666	0.9396666666666668	1.1973333333333334	0.4669999999999999	0.3236666666666666	1.359	1.02	10.836666666666664	19.022	1.7553333333333334	0.324	2.223333333333333	1.2616666666666667	0.7859999999999999	0.35666666666666663	1.3693333333333335	1.2913333333333334	0.297	0.3866666666666667	0.6583333333333333	1.7823333333333335	ortholog	0.061941609337882564	0.2734766878404987	0.6528107977016315	0.7297520137128005
14	Q68G38	GO:0005515,GO:0019894	GO:0003674,GO:0005488,GO:0005515,GO:0008092,GO:0019894	Q9ER39	GO:0005515,GO:0008092,GO:0042802,GO:0051787	GO:0003674,GO:0005488,GO:0005515,GO:0008092,GO:0042802,GO:0051787	ENSRNOG00000006894	ENSMUSG00000026849	16.24666666666667	17.204	20.014666666666667	9.254666666666667	5.627000000000001	23.744666666666664	23.301666666666666	15.171666666666667	18.220333333333333	6.451666666666667	3.328666666666667	10.433333333333332	30.73933333333333	19.325333333333333	32.468	43.755	16.482333333333333	15.889	33.86266666666666	39.708333333333336	22.84866666666667	49.45500000000001	9.812666666666667	4.0840000000000005	14.240333333333336	34.471666666666664	ortholog	0.6404403115452584	0.38460651814175495	0.810233778528632	0.9288230094349545
15	Q8VHX0	GO:0030165,GO:0035255	GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0019904,GO:0030165,GO:0035254,GO:0035255	Q9JJV5	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSRNOG00000012362	ENSMUSG00000066189	46.91466666666667	0.051	0.009666666666666664	0.03866666666666667	0.0	0.08	0.016	0.0	0.0	0.023000000000000003	0.0	0.007333333333333334	1.048	35.387333333333345	0.0	0.0	0.029	0.0	0.013000000000000001	0.0	0.02033333333333333	0.0	0.0	0.0	0.06766666666666668	0.0	ortholog	0.1394540076054023	0.03766784792423017	-0.16649956250161538	-0.07375660345812829
16	Q5MJS3	GO:0004674,GO:0005509	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005509,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0043167,GO:0043169,GO:0046872,GO:0140096	B1WBN7	GO:0004674	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0140096	ENSMUSG00000025854	ENSRNOG00000001314	22.204666666666668	2.551	1.8276666666666668	12.256333333333336	5.576666666666665	1.3323333333333334	1.3573333333333333	28.963666666666665	9.21866666666667	1.4536666666666669	14.182000000000002	7.717666666666666	4.201666666666667	24.585	6.020333333333332	2.4256666666666664	10.624	9.817666666666666	3.0583333333333336	2.9599999999999995	74.53133333333334	8.476	3.7176666666666662	9.423666666666668	23.31466666666667	3.0050000000000003	ortholog	0.6666666666666666	0.5213252364075824	0.88940589227835	0.8314485190372242
17	Q9Z0U1	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q3ZB99	GO:0008022	GO:0003674,GO:0005488,GO:0005515,GO:0008022	ENSMUSG00000024812	ENSRNOG00000015030	9.832	29.495666666666665	30.84633333333333	14.128	5.656666666666666	32.069	36.055	8.084666666666667	2.9136666666666664	0.5703333333333332	1.352666666666667	25.186999999999998	4.2523333333333335	13.472	22.96266666666667	37.14933333333333	19.440666666666672	7.34	25.80266666666667	40.79066666666667	11.494000000000002	5.620666666666667	2.25	2.3546666666666667	26.84166666666667	2.846	ortholog	0.16459894898561386	0.08968009955897305	0.9553254557451236	0.8853467270616682
18	D3ZZH6	GO:0004709,GO:0005515	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004709,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0140096	O35099	GO:0004709,GO:0005515,GO:0019901	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004709,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0019899,GO:0019900,GO:0019901,GO:0140096	ENSRNOG00000031700	ENSMUSG00000071369	9.216333333333333	11.595	5.053000000000001	3.859	8.446333333333332	6.723333333333334	4.93	13.420333333333335	2.8946666666666663	1.1806666666666663	2.0306666666666664	13.126	6.587999999999999	10.765999999999998	18.067999999999998	9.540666666666667	7.0923333333333325	11.783333333333335	6.036666666666666	6.519333333333333	16.82133333333333	1.9913333333333332	0.684	2.973333333333333	18.316666666666666	8.135333333333334	ortholog	0.4420593789324931	0.5994722424229539	0.9592670428216777	0.8975115271750822
20	P61329	GO:0005515	GO:0003674,GO:0005488,GO:0005515	P61150	GO:0005515,GO:0017080,GO:0044325	GO:0003674,GO:0005488,GO:0005515,GO:0016247,GO:0017080,GO:0044325,GO:0098772	ENSMUSG00000022523	ENSRNOG00000001931	58.28833333333333	0.3523333333333333	0.07366666666666667	0.18133333333333332	0.04066666666666666	0.16899999999999998	0.09266666666666666	0.191	0.11	0.14733333333333334	0.02466666666666667	0.04	0.09833333333333334	111.758	5.057666666666667	1.102666666666667	2.3990000000000005	48.25333333333333	1.3430000000000002	1.395333333333333	1.4563333333333333	0.6616666666666666	1.7173333333333334	0.7596666666666666	1.223666666666667	1.8963333333333332	ortholog	0.5386300119082714	0.0468750337869146	-0.22668904579834354	0.5835469933912893
21	D3ZDK7	GO:0043136	GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0043136	Q8CHP8	GO:0000287,GO:0004725,GO:0043136,GO:0098519	GO:0000287,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0005488,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0043136,GO:0043167,GO:0043169,GO:0046872,GO:0098519,GO:0140096	ENSRNOG00000009536	ENSMUSG00000043445	32.53166666666667	31.422666666666668	33.39066666666667	20.305333333333333	28.16	21.195333333333334	33.46366666666667	16.554000000000002	5.694333333333333	6.233	76.598	25.590666666666664	15.933666666666667	37.37366666666667	53.02733333333333	44.16733333333334	27.859333333333336	25.06766666666667	61.958999999999996	45.76833333333334	23.765	15.27966666666667	2.9776666666666665	39.12166666666667	17.916333333333327	24.08033333333333	ortholog	0.4871952197278876	0.44788386518534573	0.4611208994195614	0.8779440250540598
22	P09655	GO:0004867	GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0030234,GO:0030414,GO:0061134,GO:0061135,GO:0098772	P09036	GO:0004867,GO:0030414	GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0030234,GO:0030414,GO:0061134,GO:0061135,GO:0098772	ENSRNOG00000013464	ENSMUSG00000024503	0.4446666666666667	126.143	1.5930000000000002	0.16033333333333336	0.13533333333333333	21.451999999999998	14.858333333333334	0.3680000000000001	7.087000000000001	2611.388000000001	0.0	0.6933333333333334	0.22899999999999998	2.267666666666667	581.4403333333332	1005.9403333333332	1.903	3.6653333333333333	1012.8443333333333	1700.0873333333332	1447.85	3.6830000000000003	3209.1533333333336	2.3383333333333334	2.3793333333333333	10.740333333333336	ortholog	0.6666666666666666	1.0	0.7800874697826419	0.48055018813180417
23	Q63604	GO:0004675,GO:0004713,GO:0004714,GO:0005030,GO:0005515,GO:0030971,GO:0042803,GO:0043121,GO:0048403,GO:0060175	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004713,GO:0004714,GO:0004888,GO:0005030,GO:0005102,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019838,GO:0019899,GO:0019900,GO:0019901,GO:0030971,GO:0038023,GO:0042802,GO:0042803,GO:0043121,GO:0046983,GO:0048403,GO:0060089,GO:0060175,GO:0140096,GO:1990782	P15209	GO:0005515,GO:0043121,GO:0048403,GO:0060175	GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0004714,GO:0004888,GO:0005030,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019838,GO:0038023,GO:0043121,GO:0048403,GO:0060089,GO:0060175,GO:0140096	ENSRNOG00000018839	ENSMUSG00000055254	100.192	0.3770000000000001	0.12933333333333333	7.571333333333333	1.4513333333333334	4.592666666666666	0.182	0.5316666666666666	0.07766666666666668	1.214	2.0246666666666666	0.13233333333333333	2.2119999999999997	94.388	1.2596666666666667	0.20733333333333331	12.54	0.25766666666666665	0.5533333333333333	0.26033333333333336	0.23433333333333334	0.096	0.3506666666666667	1.6626666666666663	0.18633333333333327	0.523	ortholog	0.4545284615280122	0.5528381195399628	0.830227220228569	0.6065522420855626
24	P07824	GO:0004053,GO:0030145,GO:0042802	GO:0003674,GO:0003824,GO:0004053,GO:0005488,GO:0005515,GO:0016787,GO:0016810,GO:0016813,GO:0030145,GO:0042802,GO:0043167,GO:0043169,GO:0046872,GO:0046914	Q61176	GO:0004053	GO:0003674,GO:0003824,GO:0004053,GO:0016787,GO:0016810,GO:0016813	ENSRNOG00000013304	ENSMUSG00000019987	4.205666666666667	3.795666666666667	5.707333333333334	3.0556666666666663	0.9043333333333332	2.1453333333333333	2.9953333333333334	1.3006666666666666	602.823	2.090666666666667	1.034333333333333	7.577333333333333	1.6996666666666669	0.301	0.8909999999999999	1.3629999999999998	64.667	0.2813333333333334	1.1866666666666663	1.038	0.127	969.9753333333333	0.5693333333333334	0.213	1.7566666666666666	0.6193333333333334	ortholog	0.5	0.5059062940554836	0.9977931876047634	0.5648912360417255
25	P53670	GO:0004674	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0140096	O54785	GO:0004672,GO:0005515	GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005515,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0140096	ENSRNOG00000019000	ENSMUSG00000020451	16.549333333333333	17.494333333333334	19.395666666666667	26.99866666666667	6.543333333333332	21.27233333333333	26.961	8.051	4.796333333333333	3.0996666666666663	3.1163333333333334	18.936666666666667	15.542666666666667	56.83566666666666	102.35766666666667	32.968	72.41666666666667	28.291999999999998	43.326	38.838	10.867666666666667	1.4313333333333336	2.9813333333333336	7.5070000000000014	38.85766666666667	54.67633333333333	ortholog	0.0	0.8802400408173002	0.685658952019643	0.8472909059181402
26	P22388	GO:0031707,GO:0031708	GO:0001664,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0031705,GO:0031707,GO:0031708,GO:0071855	P22387	GO:0005102,GO:0005515,GO:0031707	GO:0001664,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0031705,GO:0031707,GO:0071855	ENSRNOG00000014361	ENSMUSG00000021367	3.104333333333333	16.602999999999998	5.058	3.385	1.4429999999999998	2.67	3.552666666666666	2.008	0.2433333333333333	0.4983333333333333	0.8406666666666666	4.261	0.868	1.142	17.292666666666666	1.6969999999999998	4.598333333333334	2.411	1.1833333333333331	2.946333333333333	0.9763333333333332	0.4390000000000001	0.3316666666666667	1.2353333333333334	4.625	0.858	ortholog	0.7042317722620433	0.9477686450874816	0.9629109698595093	0.8415319954527628
27	Q3KR94	GO:0005518,GO:0008201,GO:0042802	GO:0003674,GO:0005488,GO:0005515,GO:0005518,GO:0005539,GO:0008201,GO:0042802,GO:0043167,GO:0043168,GO:0044877,GO:0097367,GO:1901681	P29788	GO:0050840	GO:0003674,GO:0005488,GO:0050840	ENSRNOG00000010031	ENSMUSG00000017344	25.45633333333333	5.417999999999999	1.893333333333333	13.842666666666664	25.84833333333333	3.562	2.088	1.0096666666666665	2131.026666666667	4.6530000000000005	15.547000000000002	6.9670000000000005	4.300666666666667	44.48433333333333	1.4640000000000002	1.864	9.030666666666667	17.027666666666665	1.6056666666666668	1.211666666666667	0.3413333333333333	825.4456666666665	28.064666666666664	13.499333333333333	12.479333333333333	1.939333333333333	ortholog	0.05706384914682053	0.20487657549613447	0.9994895661089706	0.8266667785322956
28	P55821	GO:0005515	GO:0003674,GO:0005488,GO:0005515	P21818	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSMUSG00000027500	ENSRNOG00000011705	226.8753333333333	7.789666666666666	2.1326666666666667	4.495666666666667	2.468	8.271666666666668	3.863666666666667	0.4156666666666666	0.1423333333333333	0.6993333333333333	1.9916666666666665	4.705000000000001	0.524	298.9190000000001	23.91266666666667	6.1336666666666675	3.315	0.12933333333333333	8.389666666666667	6.550333333333334	0.009000000000000001	0.145	0.32966666666666666	0.6176666666666667	3.991	0.362	ortholog	1.0	1.0	0.7773118427223266	0.6848609173074072
30	Q60612	GO:0005515	GO:0003674,GO:0005488,GO:0005515	P25099	GO:0001609,GO:0001664,GO:0001883,GO:0005515,GO:0031072,GO:0031683,GO:0032795,GO:0044877,GO:0046982,GO:0099582	GO:0001609,GO:0001664,GO:0001882,GO:0001883,GO:0003674,GO:0004888,GO:0004930,GO:0005102,GO:0005488,GO:0005515,GO:0030594,GO:0031072,GO:0031683,GO:0032795,GO:0036094,GO:0038023,GO:0044877,GO:0046982,GO:0046983,GO:0060089,GO:0097159,GO:0097367,GO:0099582,GO:1901363	ENSMUSG00000042429	ENSRNOG00000003442	55.43733333333334	1.3773333333333333	0.42966666666666653	3.273	2.590666666666667	0.4116666666666667	0.4203333333333334	0.9983333333333334	2.5653333333333337	0.7463333333333333	1.288	8.615333333333334	0.381	57.69466666666667	5.273333333333333	0.82	2.6363333333333334	4.352333333333333	4.1386666666666665	1.6816666666666669	0.7999999999999999	3.727	2.406	2.353	9.578	1.516	ortholog	0.2650226578511968	0.011093114039821939	0.8413635240177052	0.7732173529033204
31	P09690	GO:0005515,GO:0022848,GO:0042166	GO:0003674,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005261,GO:0005488,GO:0005515,GO:0008324,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022848,GO:0022857,GO:0022890,GO:0030594,GO:0038023,GO:0042165,GO:0042166,GO:0043167,GO:0043169,GO:0060089,GO:0098960,GO:0099094,GO:0099529,GO:1904315	P25109	GO:0015276,GO:0022848	GO:0003674,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005261,GO:0008324,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022848,GO:0022857,GO:0022890,GO:0030594,GO:0038023,GO:0060089,GO:0098960,GO:0099094,GO:0099529,GO:1904315	ENSMUSG00000041189	ENSRNOG00000014698	0.983	4.52	3.773	18.384333333333334	5.538666666666668	2.6136666666666666	3.4676666666666667	1.9586666666666668	0.22133333333333333	0.6016666666666667	15.326	2.532	5.118333333333333	0.43733333333333335	1.5413333333333334	0.974	29.14766666666667	0.504	1.114	1.2826666666666666	2.735333333333333	0.7709999999999999	0.09533333333333334	16.75133333333333	1.0640000000000005	0.307	ortholog	0.5705989693789052	0.518397974161056	0.938257397016312	0.6104757125200857
32	Q61214	GO:0004674,GO:0005515,GO:0042802,GO:0043621,GO:0048156	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0008092,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0042802,GO:0043621,GO:0048156,GO:0140096	Q63470	GO:0004672,GO:0004674,GO:0004713	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004713,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0140096	ENSMUSG00000022897	ENSRNOG00000001662	18.282666666666668	20.230666666666668	17.753	17.53833333333333	25.19633333333333	17.834666666666667	23.53833333333333	9.771333333333333	3.731	2.19	17.137666666666664	10.787999999999998	41.08000000000001	25.230666666666664	21.701333333333334	21.02533333333333	24.495	20.350666666666672	28.00866666666667	25.27666666666667	14.198	6.581	3.1373333333333333	20.356666666666666	14.225	42.217333333333336	ortholog	0.25	0.2485810591534563	0.9389729982263468	0.9384693821090656
33	Q9CQM9	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q9JLZ1	GO:0005080	GO:0003674,GO:0005080,GO:0005488,GO:0005515,GO:0019899,GO:0019900,GO:0019901	ENSMUSG00000031068	ENSRNOG00000016227	11.915333333333335	11.761333333333333	8.652000000000001	20.213	16.12933333333333	15.918333333333335	9.375333333333334	16.215999999999998	30.659	11.017999999999999	23.42733333333333	9.828	16.617333333333335	87.17366666666668	75.2576666666667	82.63733333333333	96.40333333333336	66.47766666666666	80.21266666666666	55.71666666666667	96.20200000000001	71.03266666666667	48.02766666666667	68.85033333333332	57.78900000000001	161.45866666666666	ortholog	0.13401646406182505	0.0718208180729979	0.17158282491881677	0.8438904680246007
34	Q9R0X0	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q5XIE9	GO:0061630	GO:0003674,GO:0003824,GO:0004842,GO:0016740,GO:0019787,GO:0061630,GO:0061659,GO:0140096	ENSMUSG00000092558	ENSRNOG00000013852	12.118333333333332	16.85066666666667	12.666666666666664	14.433333333333332	16.615	12.757666666666665	12.593666666666666	9.945	6.884333333333332	2.0316666666666667	11.041000000000002	9.963333333333333	31.919	17.792	18.556333333333328	8.795333333333334	13.377333333333333	15.519333333333336	13.456333333333333	9.651000000000002	15.815999999999999	9.033	3.8813333333333335	10.034999999999998	11.657333333333336	24.86333333333333	ortholog	0.0	0.07816791499804043	0.8941802733962951	0.9197391051543163
