	xref_x	go_term_x	path_x	xref_y	go_term_y	path_y	p1	p2	Brain_x	Colon_x	Duodenum_x	Esophagus_x	Heart_x	Ileum_x	Jejunum_x	Kidney_x	Liver_x	Pancreas_x	Quadriceps_x	Stomach_x	Thymus_x	Brain_y	Colon_y	Duodenum_y	Esophagus_y	Heart_y	Ileum_y	Jejunum_y	Kidney_y	Liver_y	Pancreas_y	Quadriceps_y	Stomach_y	Thymus_y	type	sc_sim	yc_sim	p_corr	r_sim
10	A0A087WPM2	GO:0045202	GO:0005575,GO:0030054,GO:0045202,GO:0110165	A0A1B0GWS0	GO:0030424,GO:0030425,GO:0032991	GO:0005575,GO:0030424,GO:0030425,GO:0032991,GO:0036477,GO:0042995,GO:0043005,GO:0097447,GO:0110165,GO:0120025	ENSMUSG00000026458	ENSRNOG00000020857	29.453000000000003	2.5930000000000004	4.101333333333334	1.3626666666666667	2.734	3.672333333333333	4.245	0.9703333333333336	0.4063333333333333	0.8176666666666667	0.6556666666666667	1.2993333333333337	4.847333333333334	7.098333333333334	7.7586666666666675	6.792333333333333	8.941	5.181333333333334	8.867666666666667	7.692333333333332	7.138333333333333	3.5363333333333333	1.1123333333333332	3.168	6.838666666666667	11.849333333333336	ortholog	0.0048995929692283065	0.21538320985072157	0.6853720483053853	0.8174978148149229
11	B8QI36	GO:0045202	GO:0005575,GO:0030054,GO:0045202,GO:0110165	A0A1B0GWM2	GO:0030424,GO:0030425,GO:0032991	GO:0005575,GO:0030424,GO:0030425,GO:0032991,GO:0036477,GO:0042995,GO:0043005,GO:0097447,GO:0110165,GO:0120025	ENSMUSG00000026458	ENSRNOG00000020857	29.453000000000003	2.5930000000000004	4.101333333333334	1.3626666666666667	2.734	3.672333333333333	4.245	0.9703333333333336	0.4063333333333333	0.8176666666666667	0.6556666666666667	1.2993333333333337	4.847333333333334	7.098333333333334	7.7586666666666675	6.792333333333333	8.941	5.181333333333334	8.867666666666667	7.692333333333332	7.138333333333333	3.5363333333333333	1.1123333333333332	3.168	6.838666666666667	11.849333333333336	ortholog	0.0048995929692283065	0.21538320985072157	0.6853720483053853	0.8174978148149229
12	P11507	GO:0012506,GO:0016529,GO:0031234,GO:0032991,GO:0033017,GO:0048471,GO:0061831,GO:0120025	GO:0005575,GO:0005622,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0005911,GO:0009898,GO:0012505,GO:0012506,GO:0016020,GO:0016528,GO:0016529,GO:0019897,GO:0019898,GO:0030054,GO:0031090,GO:0031234,GO:0031982,GO:0032991,GO:0033017,GO:0042175,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0048471,GO:0061831,GO:0070161,GO:0071944,GO:0098552,GO:0098562,GO:0098588,GO:0110165,GO:0120025	O55143	GO:0005783,GO:0005789,GO:0016020,GO:0016529,GO:0097470	GO:0005575,GO:0005622,GO:0005737,GO:0005783,GO:0005789,GO:0012505,GO:0016020,GO:0016528,GO:0016529,GO:0030054,GO:0031090,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0045202,GO:0097470,GO:0110165	ENSRNOG00000001285	ENSMUSG00000029467	263.1323333333333	113.692	82.57533333333333	193.207	2713.67	90.406	99.95033333333332	83.96400000000001	45.970333333333336	15.233666666666664	32.05733333333333	68.291	43.92833333333334	218.16933333333336	85.83166666666666	70.43633333333334	107.07466666666666	2260.499333333333	108.995	90.66033333333333	112.40433333333334	24.71	6.058666666666667	18.753666666666664	73.03933333333333	46.65866666666667	ortholog	0.4957054411252347	0.40778517576307605	0.9992557119046995	0.9579764806563815
13	E0CYS1	GO:0098978	GO:0005575,GO:0030054,GO:0045202,GO:0098978,GO:0110165	Q9WTW1	GO:0005737,GO:0005886,GO:0014069,GO:0016020,GO:0030425,GO:0043198,GO:0044309,GO:0045211	GO:0005575,GO:0005622,GO:0005737,GO:0005886,GO:0014069,GO:0016020,GO:0030054,GO:0030425,GO:0032279,GO:0036477,GO:0042995,GO:0043005,GO:0043198,GO:0043226,GO:0044309,GO:0045202,GO:0045211,GO:0071944,GO:0097060,GO:0097447,GO:0098590,GO:0098794,GO:0098984,GO:0099572,GO:0110165,GO:0120025	ENSMUSG00000030098	ENSRNOG00000009726	7.962666666666667	0.287	0.24100000000000002	2.473666666666667	5.126	0.43	0.3613333333333333	0.9596666666666668	0.024000000000000004	0.0	2.098333333333333	0.2456666666666667	0.04833333333333334	8.326333333333332	0.13466666666666668	0.06933333333333334	3.556	2.427	0.32466666666666666	0.13266666666666665	0.433	0.02066666666666667	0.218	2.4506666666666668	0.21033333333333332	0.027999999999999997	ortholog	0.2316012741228049	0.17928745274408597	0.81563365048763	0.665609434203244
14	Q9ESZ0	GO:0005634	GO:0005575,GO:0005622,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	Q60596	GO:0000781,GO:0070522	GO:0000109,GO:0000781,GO:0005575,GO:0005622,GO:0005634,GO:0005694,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0070522,GO:0098687,GO:0110165,GO:1990391	ENSRNOG00000019915	ENSMUSG00000051768	29.365333333333336	34.758	12.504666666666665	61.19666666666666	14.149666666666667	22.234333333333336	14.928666666666668	20.005333333333336	10.344666666666667	10.376	19.073666666666664	25.296999999999997	53.85766666666667	15.828	16.34866666666667	12.984666666666667	18.361	24.368666666666666	11.712333333333332	12.477666666666664	10.380666666666666	4.217333333333333	4.934333333333334	8.171666666666667	9.978666666666667	52.976333333333336	ortholog	0.19351267086605758	0.08959962896885332	0.645366520501645	0.872103861049548
15	Q8CCH7	GO:0005634,GO:0005654,GO:0005737	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0005737,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165	D4A0R1	GO:0005634	GO:0005575,GO:0005622,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	ENSMUSG00000022306	ENSRNOG00000004109	5.87	0.6586666666666666	0.12066666666666664	0.6739999999999999	3.244	0.18433333333333327	0.159	0.263	0.25366666666666665	0.10800000000000001	0.14300000000000002	0.4273333333333333	0.127	6.435666666666667	0.4613333333333334	0.03766666666666667	1.4303333333333337	5.534333333333333	0.9303333333333332	0.19000000000000006	0.5516666666666666	0.4303333333333333	0.293	0.5096666666666667	0.4223333333333334	0.12633333333333333	ortholog	0.760876577926508	0.3937462893432536	0.9772782401368469	0.7731081949983449
16	Q9WVH8	GO:0005615	GO:0005575,GO:0005576,GO:0005615,GO:0110165	Q9WVH9	GO:0005576,GO:0062023,GO:0071953	GO:0005575,GO:0005576,GO:0031012,GO:0062023,GO:0071953,GO:0099080,GO:0099081,GO:0099512,GO:0110165	ENSRNOG00000050539	ENSMUSG00000021186	2.811666666666667	18.755	9.464	14.96866666666667	10.842333333333334	11.355333333333332	11.108	95.34533333333331	2.785333333333333	4.113	7.619333333333333	8.899666666666667	1.453	1.7976666666666663	4.764666666666667	4.113666666666666	10.495333333333333	3.705333333333333	3.4189999999999996	3.791	35.261666666666656	1.0590000000000002	0.7996666666666666	3.7359999999999993	3.6713333333333336	1.4403333333333332	ortholog	0.6771440215719433	0.2890485894121685	0.983687216500928	0.8593634753836106
17	Q76LL6	GO:0030017	GO:0005575,GO:0005622,GO:0005737,GO:0030016,GO:0030017,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0099080,GO:0099081,GO:0099512,GO:0110165	F1LQJ2	GO:0005865	GO:0005575,GO:0005622,GO:0005737,GO:0005856,GO:0005865,GO:0015629,GO:0030016,GO:0030017,GO:0036379,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0099080,GO:0099081,GO:0099512,GO:0110165	ENSMUSG00000034295	ENSRNOG00000027230	10.005666666666668	1.6986666666666668	0.29400000000000004	6.659	41.37966666666667	0.64	0.4553333333333334	8.985666666666667	0.11366666666666668	0.02066666666666667	10.603666666666667	0.583	0.35300000000000004	17.893333333333334	3.7510000000000003	0.5476666666666666	12.041666666666664	83.83733333333333	0.8486666666666666	0.743	11.314	0.04066666666666667	0.239	15.238	1.4246666666666667	1.0746666666666669	ortholog	0.8292625195218009	0.6286461137925642	0.9942399687159484	0.8372859152582253
18	O08553	GO:0030424,GO:0030425,GO:0043025	GO:0005575,GO:0030424,GO:0030425,GO:0036477,GO:0042995,GO:0043005,GO:0043025,GO:0044297,GO:0097447,GO:0110165,GO:0120025	P47942	GO:0005829,GO:0030425,GO:0030426,GO:0032991,GO:0043005,GO:0043025,GO:0043195,GO:0043209,GO:0098793	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0030054,GO:0030424,GO:0030425,GO:0030426,GO:0030427,GO:0032991,GO:0036477,GO:0042995,GO:0043005,GO:0043025,GO:0043195,GO:0043209,GO:0043679,GO:0044297,GO:0044306,GO:0045202,GO:0097447,GO:0098793,GO:0110165,GO:0120025,GO:0150034	ENSMUSG00000022048	ENSRNOG00000009625	34.898999999999994	6.054333333333332	3.0189999999999997	4.094333333333334	5.373666666666668	3.4246666666666665	2.8686666666666665	1.4403333333333332	0.2796666666666667	0.2703333333333333	1.5593333333333337	1.766	8.232999999999999	134.423	27.206	8.626000000000001	21.267666666666667	16.052666666666667	20.63633333333333	13.693	7.497000000000001	1.8496666666666668	2.1796666666666664	8.229	7.832000000000001	26.53266666666667	ortholog	0.6243841211167663	0.3509425215667482	0.9122434761453848	0.8707353937280221
19	P0DP31	GO:0005634,GO:0005737,GO:0005886,GO:0030426,GO:0030672,GO:0031966,GO:0043005,GO:0043209	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005886,GO:0008021,GO:0012505,GO:0012506,GO:0016020,GO:0030054,GO:0030133,GO:0030424,GO:0030426,GO:0030427,GO:0030658,GO:0030659,GO:0030672,GO:0031090,GO:0031410,GO:0031966,GO:0031967,GO:0031975,GO:0031982,GO:0042995,GO:0043005,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0045202,GO:0070382,GO:0071944,GO:0097708,GO:0098588,GO:0098793,GO:0098805,GO:0099501,GO:0099503,GO:0110165,GO:0120025,GO:0150034	P0DP27	GO:0008076,GO:0043209	GO:0005575,GO:0005886,GO:0005887,GO:0008076,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0034702,GO:0034703,GO:0034705,GO:0043209,GO:0071944,GO:0098796,GO:0098797,GO:0110165,GO:1902495,GO:1990351	ENSRNOG00000016770	ENSMUSG00000036438	807.9783333333335	139.53900000000002	197.31166666666664	75.722	86.41966666666669	180.1726666666667	199.78866666666667	150.48299999999998	26.981666666666666	27.942000000000004	285.311	51.21700000000001	168.8323333333333	766.0269999999999	278.87033333333335	206.0173333333333	114.70766666666668	122.613	401.395	261.69966666666664	104.88633333333333	154.467	21.673	154.7893333333334	205.08	270.449	ortholog	0.3296135834968568	0.3439584379039218	0.4505588207165895	0.9597543467362739
20	Q6MGC9	GO:0005634	GO:0005575,GO:0005622,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	Q9Z1B8	GO:0035098	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0031519,GO:0031974,GO:0031981,GO:0032991,GO:0034708,GO:0035097,GO:0035098,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165,GO:1902494,GO:1990234	ENSRNOG00000000480	ENSMUSG00000024193	21.92233333333333	33.505	10.592666666666666	16.415666666666667	15.189000000000002	29.647	16.857666666666667	29.336	9.702	12.207666666666665	6.619666666666667	17.714333333333332	55.75366666666667	18.557000000000002	18.151	15.806333333333333	12.292333333333332	20.29833333333333	12.315	18.181666666666672	9.864	3.9483333333333337	3.495	6.656000000000001	8.598666666666666	34.85833333333334	ortholog	0.2676838048537827	0.10915507320899653	0.7503112647928993	0.870480182789702
21	Q8K120	GO:0005634,GO:0005667,GO:0005829	GO:0005575,GO:0005622,GO:0005634,GO:0005667,GO:0005737,GO:0005829,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	D3Z9H7	GO:0005634,GO:0005737,GO:0005829	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0005829,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	ENSMUSG00000023411	ENSRNOG00000020482	0.4616666666666666	3.9373333333333336	1.2633333333333334	5.9206666666666665	1.3016666666666667	2.4366666666666665	1.82	0.6536666666666667	0.094	0.16533333333333333	1.408	2.4006666666666665	0.6236666666666666	0.8503333333333333	8.852666666666668	2.2353333333333336	4.243333333333333	2.545333333333333	4.110666666666667	2.7756666666666665	2.265333333333333	0.4263333333333333	1.4116666666666668	1.7793333333333334	3.1180000000000003	3.2430000000000003	ortholog	0.7535868316986645	0.39628239281517263	0.6902310215942017	0.7546314114943912
22	Q4V8I7	GO:0005887	GO:0005575,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0071944,GO:0110165	Q80WG5	GO:0005887,GO:0034702	GO:0005575,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0034702,GO:0071944,GO:0098796,GO:0110165,GO:1902495,GO:1990351	ENSRNOG00000025296	ENSMUSG00000007476	27.36933333333333	13.050333333333333	19.616	12.837666666666665	20.208	19.684	22.766666666666666	16.104333333333333	6.525	1.713	4.441333333333334	13.964333333333334	14.579999999999998	10.752	10.56	6.360666666666668	8.699666666666666	9.502333333333333	5.371666666666666	6.779333333333334	7.6	1.423	0.6893333333333334	3.2703333333333333	6.650333333333332	7.27	ortholog	0.8946112998075483	0.4633863218083081	0.6726366387913449	0.8955161501332567
