gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
ENSRNOG00000016041	ENSRNOT00000065646	ENSRNOP00000059263	D4A0I4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016054	ENSRNOT00000061999	ENSRNOP00000058709	Q5U303	Uniprot/SWISSPROT	DIRECT	-	-	-
ENSRNOG00000016054	ENSRNOT00000021905	ENSRNOP00000021904	Q5U303	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000016381	ENSRNOT00000022003	ENSRNOP00000022003	D3ZPB6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013160	ENSRNOT00000017688	ENSRNOP00000017688	F1LU97	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000023549	ENSRNOT00000034744	ENSRNOP00000058700	D3ZLM9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000031859	ENSRNOT00000045301	ENSRNOP00000048422	D3ZF07	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013351	ENSRNOT00000049699	ENSRNOP00000049322	Q9WU70	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000013351	ENSRNOT00000040559	ENSRNOP00000044738	Q9WU70	Uniprot/SWISSPROT	DIRECT	-	-	-
ENSRNOG00000013351	ENSRNOT00000044778	ENSRNOP00000039502	Q9WU70	Uniprot/SWISSPROT	DIRECT	-	-	-
ENSRNOG00000042741	ENSRNOT00000061954	ENSRNOP00000058667	F1LYE2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000042741	ENSRNOT00000082415	ENSRNOP00000069219	A0A0G2JUT3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014258	ENSRNOT00000019121	ENSRNOP00000019121	D4AEG2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014290	ENSRNOT00000044325	ENSRNOP00000047790	P23385	Uniprot/SWISSPROT	DIRECT	-	-	-
ENSRNOG00000014290	ENSRNOT00000019319	ENSRNOP00000019319	G3V7U1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014450	ENSRNOT00000019893	ENSRNOP00000019893	D4A9B2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014450	ENSRNOT00000088292	ENSRNOP00000071936	A0A0G2K1Q2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014852	ENSRNOT00000019918	ENSRNOP00000019918	Q5XI67	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000040242	ENSRNOT00000061930	ENSRNOP00000058646	Q91XQ2	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000011058	ENSRNOT00000086574	ENSRNOP00000069754	A0A0G2JW60	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011058	ENSRNOT00000016273	ENSRNOP00000016273	G3V7L1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014902	ENSRNOT00000019983	ENSRNOP00000073255	A0A0G2K516	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014908	ENSRNOT00000019994	ENSRNOP00000019994	D4A5T1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000025587	ENSRNOT00000030329	ENSRNOP00000030918	P70616	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000042705	ENSRNOT00000066725	ENSRNOP00000061585	F1M553	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000042705	ENSRNOT00000081112	ENSRNOP00000070528	A0A0G2JY59	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000043188	ENSRNOT00000056227	ENSRNOP00000053070	F1LZG1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015217	ENSRNOT00000020453	ENSRNOP00000020453	Q68FR7	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000015473	ENSRNOT00000048754	ENSRNOP00000045608	G3V9F4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015473	ENSRNOT00000088558	ENSRNOP00000074696	A0A0G2K8Q4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015551	ENSRNOT00000020946	ENSRNOP00000020946	Q6AYS4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000015660	ENSRNOT00000021524	ENSRNOP00000021524	Q9JJK4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000046983	ENSRNOT00000073460	ENSRNOP00000066415	M0RA73	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016624	ENSRNOT00000022273	ENSRNOP00000064984	M0R6D6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000010753	ENSRNOT00000046539	ENSRNOP00000039627	B2RZC0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011015	ENSRNOT00000015131	ENSRNOP00000015131	G3V7H8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011411	ENSRNOT00000030511	ENSRNOP00000029263	A0A0G2JST1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011540	ENSRNOT00000075850	ENSRNOP00000068514	A0A096MKH2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011540	ENSRNOT00000064836	ENSRNOP00000061074	Q4KM55	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012092	ENSRNOT00000016102	ENSRNOP00000016102	G3V7K4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012103	ENSRNOT00000076049	ENSRNOP00000067986	A0A096MJ45	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012103	ENSRNOT00000016215	ENSRNOP00000016215	F1M5M1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000047193	ENSRNOT00000072832	ENSRNOP00000065687	D3ZXS3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000055421	ENSRNOT00000089608	ENSRNOP00000072074	A0A0G2K221	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000047746	ENSRNOT00000074325	ENSRNOP00000065673	M0R881	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000062232	ENSRNOT00000093439	ENSRNOP00000076146	A0A1W2Q665	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000056940	ENSRNOT00000086790	ENSRNOP00000074276	Q99MA1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000060021	ENSRNOT00000089066	ENSRNOP00000072363	A0A0G2K2T1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000060610	ENSRNOT00000078193	ENSRNOP00000071223	F1LXK2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000060972	ENSRNOT00000081259	ENSRNOP00000073877	F1M590	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000051450	ENSRNOT00000084870	ENSRNOP00000074648	D3ZSL2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000059224	ENSRNOT00000089607	ENSRNOP00000075677	A0A0G2KB70	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000059224	ENSRNOT00000090703	ENSRNOP00000071230	A0A0G2JZY3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000055142	ENSRNOT00000079531	ENSRNOP00000069585	A0A0G2JVR2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000053347	ENSRNOT00000085519	ENSRNOP00000069590	Q498D0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000060603	ENSRNOT00000079250	ENSRNOP00000071093	A0A0G2JZL4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000053735	ENSRNOT00000079522	ENSRNOP00000071984	D3ZHC4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011460	ENSRNOT00000015927	ENSRNOP00000015927	D3ZF86	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000025799	ENSRNOT00000004344	ENSRNOP00000004344	D4A949	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011994	ENSRNOT00000016037	ENSRNOP00000016037	B2GVC0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000049517	ENSRNOT00000074583	ENSRNOP00000065542	M0R7V5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012057	ENSRNOT00000016048	ENSRNOP00000016048	D4A572	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012074	ENSRNOT00000016286	ENSRNOP00000016286	Q6P6T3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012259	ENSRNOT00000016354	ENSRNOP00000016354	Q7TNI4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000012286	ENSRNOT00000050656	ENSRNOP00000041938	D3ZJZ2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012311	ENSRNOT00000016400	ENSRNOP00000016400	D4A5L7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012322	ENSRNOT00000016728	ENSRNOP00000016728	Q498S5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000031700	ENSRNOT00000051496	ENSRNOP00000051338	D3ZZH6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000031700	ENSRNOT00000067070	ENSRNOP00000063417	D3ZW27	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012701	ENSRNOT00000017401	ENSRNOP00000017401	F1MA82	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012701	ENSRNOT00000079845	ENSRNOP00000075655	A0A0G2KB52	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000058050	ENSRNOT00000088025	ENSRNOP00000071825	A0A0G2K1G0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000058050	ENSRNOT00000089966	ENSRNOP00000072352	A0A0G2K2S3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000058050	ENSRNOT00000078589	ENSRNOP00000068911	B1WC16	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000058050	ENSRNOT00000079069	ENSRNOP00000072258	B0K035	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000058050	ENSRNOT00000083012	ENSRNOP00000072221	A0A0G2K2F2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013436	ENSRNOT00000078586	ENSRNOP00000070401	Q8VIE4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013436	ENSRNOT00000018556	ENSRNOP00000018556	Q8VIE2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013969	ENSRNOT00000019076	ENSRNOP00000019077	F1M9F9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000055858	ENSRNOT00000091376	ENSRNOP00000072163	A0A0G2K2A4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000055858	ENSRNOT00000081620	ENSRNOP00000069389	A0A0G2JV86	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014531	ENSRNOT00000019734	ENSRNOP00000019734	Q6AXM7	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000014531	ENSRNOT00000086756	ENSRNOP00000072325	A0A0G2K2P6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014907	ENSRNOT00000020015	ENSRNOP00000020015	D3ZXY4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000048762	ENSRNOT00000072759	ENSRNOP00000065987	M0R927	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014979	ENSRNOT00000020102	ENSRNOP00000020102	F1M3E4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000047605	ENSRNOT00000020988	ENSRNOP00000020988	A5I9F0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046617	ENSRNOT00000075461	ENSRNOP00000067868	M0RE04	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000028519	ENSRNOT00000029394	ENSRNOP00000032413	D3ZYU2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011134	ENSRNOT00000079138	ENSRNOP00000070049	F1M614	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011134	ENSRNOT00000014917	ENSRNOP00000014917	F1M614	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000046438	ENSRNOT00000075402	ENSRNOP00000064236	M0R4F2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011245	ENSRNOT00000015547	ENSRNOP00000015548	F1LXP8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000030796	ENSRNOT00000045386	ENSRNOP00000051423	D3ZWL3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011720	ENSRNOT00000061404	ENSRNOP00000058121	D3ZJT9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000039955	ENSRNOT00000061389	ENSRNOP00000058105	D3ZKC5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000047783	ENSRNOT00000070858	ENSRNOP00000066628	D3Z9K1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011855	ENSRNOT00000037259	ENSRNOP00000058101	F1LZY8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000026462	ENSRNOT00000036049	ENSRNOP00000060587	D3ZN59	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000047821	ENSRNOT00000071726	ENSRNOP00000065596	M0R807	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012346	ENSRNOT00000061332	ENSRNOP00000058049	D3ZM69	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012346	ENSRNOT00000017322	ENSRNOP00000017322	D3ZDT1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012346	ENSRNOT00000017412	ENSRNOP00000017412	D3ZAY7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012346	ENSRNOT00000079688	ENSRNOP00000071713	A0A0G2K162	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012346	ENSRNOT00000017417	ENSRNOP00000017417	D3ZAY2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013202	ENSRNOT00000017617	ENSRNOP00000017617	A0A0A0MXX1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013304	ENSRNOT00000017911	ENSRNOP00000017911	P07824	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000013422	ENSRNOT00000032424	ENSRNOP00000036610	A0A0H2UHV2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013791	ENSRNOT00000018695	ENSRNOP00000018695	P97675	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000013994	ENSRNOT00000019519	ENSRNOP00000019519	G3V7V4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015036	ENSRNOT00000020528	ENSRNOP00000020528	Q9R1E9	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000015036	ENSRNOT00000089196	ENSRNOP00000074740	Q6IN11	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015321	ENSRNOT00000061234	ENSRNOP00000057945	G3V9S5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000015670	ENSRNOT00000021318	ENSRNOP00000021318	O70257	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000015670	ENSRNOT00000081804	ENSRNOP00000073994	A0A0G2K6Y9	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000026096	ENSRNOT00000038523	ENSRNOP00000037691	Q923Y6	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000056705	ENSRNOT00000091252	ENSRNOP00000075381	A0A0G2KAF7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000048934	ENSRNOT00000043157	ENSRNOP00000044110	A0A0G2JSV7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000030414	ENSRNOT00000044098	ENSRNOP00000040109	A0A0G2JSV7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000048072	ENSRNOT00000043436	ENSRNOP00000044226	Q923Y4	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000048265	ENSRNOT00000044271	ENSRNOP00000045107	Q923Y1	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000046903	ENSRNOT00000046379	ENSRNOP00000045314	Q5QD19	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000045914	ENSRNOT00000051416	ENSRNOP00000049417	Q5QD20	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000047825	ENSRNOT00000050763	ENSRNOP00000041914	Q5QD21	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000046302	ENSRNOT00000021559	ENSRNOP00000021559	Q923X8	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000016089	ENSRNOT00000021529	ENSRNOP00000070620	Q923Y5	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000039869	ENSRNOT00000061209	ENSRNOP00000057922	Q5QD23	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000039869	ENSRNOT00000061209	ENSRNOP00000057922	D8KZT4	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
ENSRNOG00000029877	ENSRNOT00000047810	ENSRNOP00000050289	Q923Y7	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000029877	ENSRNOT00000047810	ENSRNOP00000050289	D8KZP7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
ENSRNOG00000025982	ENSRNOT00000035539	ENSRNOP00000035248	Q5QD24	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000025982	ENSRNOT00000035539	ENSRNOP00000035248	D8KZH7	Uniprot/SPTREMBL	SEQUENCE_MATCH	100	100	-
ENSRNOG00000025951	ENSRNOT00000035424	ENSRNOP00000030671	Q5QD25	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000016073	ENSRNOT00000021510	ENSRNOP00000021510	A0A0G2JSP2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016219	ENSRNOT00000021694	ENSRNOP00000021694	Q4KLZ0	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000039865	ENSRNOT00000021896	ENSRNOP00000021897	D4A183	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016371	ENSRNOT00000021944	ENSRNOP00000021944	D4A9K4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016411	ENSRNOT00000022184	ENSRNOP00000022184	Q6PDW1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016627	ENSRNOT00000022362	ENSRNOP00000022362	F1LX86	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000048248	ENSRNOT00000072943	ENSRNOP00000065991	M0R930	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000016700	ENSRNOT00000022798	ENSRNOP00000022798	Q498R2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011114	ENSRNOT00000014805	ENSRNOP00000014805	D4A898	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011161	ENSRNOT00000015566	ENSRNOP00000015566	D3ZNG4	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011815	ENSRNOT00000083452	ENSRNOP00000069545	A0A0G2JVM7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011815	ENSRNOT00000040736	ENSRNOP00000046277	F1LXA3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011815	ENSRNOT00000061157	ENSRNOP00000057871	D4A128	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011815	ENSRNOT00000016121	ENSRNOP00000016121	Q68G05	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000059251	ENSRNOT00000081175	ENSRNOP00000074483	A0A0G2K861	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000058047	ENSRNOT00000077927	ENSRNOP00000070555	A0A0G2JY84	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000052999	ENSRNOT00000049208	ENSRNOP00000047602	D4A3R8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000048976	ENSRNOT00000075616	ENSRNOP00000066552	M0RAK1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000048796	ENSRNOT00000043416	ENSRNOP00000049167	D3ZVG7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000054246	ENSRNOT00000074143	ENSRNOP00000064693	M0R5M3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012122	ENSRNOT00000092830	ENSRNOP00000075964	A6JUQ6	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000012122	ENSRNOT00000016518	ENSRNOP00000016518	A6JUQ6	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000012609	ENSRNOT00000090388	ENSRNOP00000069016	A0A0G2JU95	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012609	ENSRNOT00000093030	ENSRNOP00000075929	A0A1B0GWK5	Uniprot/SPTREMBL	DIRECT	99	99	-
ENSRNOG00000012609	ENSRNOT00000092757	ENSRNOP00000076056	Q9QX75	Uniprot/SWISSPROT	DIRECT	-	-	-
ENSRNOG00000012609	ENSRNOT00000042072	ENSRNOP00000041570	F1LY11	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000029608	ENSRNOT00000075427	ENSRNOP00000067471	M0RCY3	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000029608	ENSRNOT00000047224	ENSRNOP00000047346	F1M3X2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000056670	ENSRNOT00000087830	ENSRNOP00000074923	A0A0G2K9A5	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013323	ENSRNOT00000017831	ENSRNOP00000017831	D4ABK2	Uniprot/SPTREMBL	DIRECT	99	99	-
ENSRNOG00000021478	ENSRNOT00000078841	ENSRNOP00000074667	A0A0G2K8M7	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000021478	ENSRNOT00000030327	ENSRNOP00000035722	Q499Q2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000021442	ENSRNOT00000029444	ENSRNOP00000034339	D3ZKT8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000013364	ENSRNOT00000018718	ENSRNOP00000018718	G3V7S6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014004	ENSRNOT00000018849	ENSRNOP00000018849	F1LWN1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014190	ENSRNOT00000019047	ENSRNOP00000019047	F1M9G8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014190	ENSRNOT00000088885	ENSRNOP00000074377	A0A0G2K7W8	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014240	ENSRNOT00000019436	ENSRNOP00000019436	F1MA13	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000014240	ENSRNOT00000083276	ENSRNOP00000069979	A0A0G2JWR1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000042944	ENSRNOT00000065677	ENSRNOP00000061737	A1L1L1	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000011568	ENSRNOT00000015395	ENSRNOP00000015395	A7LKE6	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011588	ENSRNOT00000015421	ENSRNOP00000015421	A0A140TAB2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000011622	ENSRNOT00000015440	ENSRNOP00000015440	Q6AYG5	Uniprot/SWISSPROT	DIRECT	100	100	-
ENSRNOG00000042309	ENSRNOT00000031083	ENSRNOP00000035937	D3ZYL2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000012324	ENSRNOT00000016712	ENSRNOP00000016712	D4A0A1	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000061741	ENSRNOT00000092105	ENSRNOP00000072579	A0A0G2K3C2	Uniprot/SPTREMBL	DIRECT	100	100	-
ENSRNOG00000023407	ENSRNOT00000029531	ENSRNOP00000032662	B2RZ39	Uniprot/SWISSPROT	DIRECT	100	100	-
